SITE_ID,VISIT_NO,UID,DATE_COL,AREA_HA,DSGN12,ELEVATION,EPA_REG,EVALSTAT,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,PERIM_KM,SITEID_07,ST_SITEID,STATUS,ECO_LEV_3,ECO_LEV_3_2015,ECO_LEV_4,ECO_LEV_4_2015,XCOORD,YCOORD
NLA12_UT-148,1,6926,7/2/2012,41.73267884,Included,1345.23,Region_8,TargetSampleable,16,16010202,NATURAL,NATURAL,41.80681225,-111.8970124,3.889284479,,NLA12_UT-148,Target_Sampled,13,13,13g,13g,-1305295.487,591942.4973
NLA12_UT-149,,,,4.984093933,Included,1850.74,Region_8,AccessDenied,17,17040210,MAN_MADE,RESERVOIR,41.84735184,-113.7255971,0.895674071,,NLA12_UT-149,Target_Denied,80,80,80a,80a,-1452944.647,622944.8809
NLA12_UT-150,,,,37.43228292,Included,3287.22,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL_ENH,40.79188493,-110.1521758,3.609508819,,NLA12_UT-150,Target_Denied,19,19,19b,19b,-1180011.361,456924.6261
NLA12_UT-151,1,7654,7/31/2012,2.988767714,Included,2311.29,Region_8,Nontarget-Ephemeral,14,14030005,MAN_MADE,RESERVOIR,38.51298051,-109.3526805,0.65358714,,NLA12_UT-151,Non_Target,20,20,20c,20c,-1149563.778,194429.2577
NLA12_UT-152,,,,4.394666449,Included,1349.1,Region_8,Nontarget-TooShallow,16,16010202,NATURAL,NATURAL,41.90381047,-111.8875055,1.461614265,,NLA12_UT-152,Lake_Shallow,13,13,13i,13i,-1302716.343,602512.9186
NLA12_UT-153,,,,17.70112208,Included,1397.56,Region_8,Nontarget-Ephemeral,16,16030008,NATURAL,NATURAL_ENH,39.1258163,-112.6295481,2.111742915,,NLA12_UT-153,Non_Target,13,13,13g,13g,-1417120.792,306531.4944
NLA12_UT-154,,,,24.15147844,Included,3155.75,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.72515535,-109.9844488,2.251020565,,NLA12_UT-154,Target_Denied,19,19,19a,19a,-1167223.712,447461.6364
NLA12_UT-155,,,,99.86466375,Included,1461.22,Region_8,Nontarget-TooShallow,16,16030005,MAN_MADE,RESERVOIR,39.46154591,-112.3421757,15.02608466,,NLA12_UT-155,Lake_Shallow,13,13,13b,13b,-1386437.186,339354.9506
NLA12_UT-156,,,,337.4260728,Included,1283.7,Region_8,Nontarget-Ephemeral,16,16020204,,,40.83754173,-111.9982373,22.61950275,,NLA12_UT-156,Non_Target,13,13,13g,13g,-1331707.878,486370.1697
NLA12_UT-157,1,7705,7/11/2012,9.863081821,Included,2118.17,Region_8,Nontarget-TooShallow,14,14070005,MAN_MADE,RESERVOIR,37.84366325,-111.7586482,1.409984348,,NLA12_UT-157,Lake_Shallow,20,20,20e,20e,-1367327.052,152143.4159
NLA12_UT-158,,,,2.056833711,Included,2146.64,Region_8,Nontarget-NoRecAquatUse,14,14060003,MAN_MADE,MAN_MADE,40.3935543,-110.424512,0.591505987,,NLA12_UT-158,Lake_Special_Purpose,20,20,20g,20g,-1209291.861,416235.2932
NLA12_UT-159,1,7996,8/15/2012,2.690051335,Included,3180.6,Region_8,TargetSampleable,16,16020101,NATURAL,NATURAL,40.70452574,-110.9631214,0.661070161,,NLA12_UT-159,Target_Sampled,19,19,19a,19a,-1248617.942,457617.4092
NLA12_UT-160,1,6731,6/21/2012,10.34861387,Included,1622.63,Region_8,TargetSampleable,16,16020308,MAN_MADE,RESERVOIR,41.70168986,-113.9596706,1.510516161,,NLA12_UT-160,Target_Sampled,80,80,80a,80a,-1474965.7,610538.847
NLA12_UT-161,,,,14.4206265,Included,1281.45,Region_8,Nontarget-TooShallow,16,16020310,,,41.46541237,-112.3434913,3.023068574,,NLA12_UT-161,Lake_Shallow,13,13,13a,13a,-1348136.571,560518.657
NLA12_UT-162,,,,2.410303702,Included,2986.9,Region_8,Nontarget-Ephemeral,14,14040106,,,40.9228189,-110.3055362,0.670237133,,NLA12_UT-162,Non_Target,19,19,19c,19c,-1190503.47,473336.1405
NLA12_UT-163,,,,14.20454848,Included,3106.32,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.59443931,-110.5983977,1.591850068,,NLA12_UT-163,Target_Denied,19,19,19b,19b,-1220312.506,440698.4357
NLA12_UT-164,,,,31.42201577,Included,1346.72,Region_8,Nontarget-NoRecAquatUse,16,16010203,MAN_MADE,MAN_MADE,41.74647766,-111.8973649,2.192024584,,NLA12_UT-164,Lake_Special_Purpose,13,13,13i,13i,-1306448.203,585290.6909
NLA12_UT-165,1,6826,6/27/2012,136.7945031,Included,3070.67,Region_8,TargetSampleable,14,14070005,MAN_MADE,RESERVOIR,38.04946334,-111.6019686,6.25032275,NLA06608-3177,NLA12_UT-165,Target_Sampled,19,19,19e,19e,-1350085.542,172656.4828
NLA12_UT-166,,,,31.91806309,Included,1607.6,Region_8,Nontarget-NoRecAquatUse,14,14060003,MAN_MADE,MAN_MADE,40.35563666,-109.8147574,2.721539864,NLA06608-4810,NLA12_UT-166,Lake_Special_Purpose,20,20,20f,20f,-1159156.472,404436.1156
NLA12_UT-167,1,7593,8/1/2012,6.68675818,Included,1706.69,Region_8,TargetSampleable,14,14060007,NATURAL,NATURAL_ENH,39.36385445,-110.8011068,1.158992453,,NLA12_UT-167,Target_Sampled,20,20,20b,20b,-1258508.971,307106.9312
NLA12_UT-168,,,,4.931832131,Included,1315.06,Region_8,Nontarget-MapError,16,16020102,,,41.22172112,-112.0061557,0.937586436,,NLA12_UT-168,Not_Lake,13,13,13f,13f,-1325149.767,528889.3581
NLA12_UT-169,1,7057,7/10/2012,24.78430491,Included,1789.79,Region_8,TargetSampleable,16,16030004,MAN_MADE,RESERVOIR,39.20473742,-111.6689123,2.086870338,,NLA12_UT-169,Target_Sampled,19,19,19g,19g,-1334572.689,301341.83
NLA12_UT-170,,,,2.047763282,Included,2862.49,Region_8,Nontarget-TooSmall,16,16020101,,,40.87343821,-111.0302077,0.582579347,,NLA12_UT-170,Unknown,19,19,19c,19c,-1251190.008,477181.5983
NLA12_UT-171,,,,1.337572243,Included,2731.45,Region_8,Nontarget-TooSmall,14,14060009,,,39.44866007,-111.2665048,0.507337376,,NLA12_UT-171,Unknown,19,19,19d,19d,-1296224.863,322748.1813
NLA12_UT-172,,,,12.54803502,Included,1283.42,Region_8,Nontarget-TooSmall,16,16020204,,,40.8512309,-112.0347424,2.390549499,,NLA12_UT-172,Unknown,13,13,13g,13g,-1334460.3,488393.5446
NLA12_UT-173,1,6825,6/27/2012,100.9644955,Included,1085.17,Region_8,TargetSampleable,15,15010008,MAN_MADE,RESERVOIR,37.25249786,-113.7781188,8.077036293,,NLA12_UT-173,Target_Sampled,13,13,13d,13d,-1552941.109,117945.1171
NLA12_UT-174,,,,4.598291292,Included,3035.34,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.62711557,-110.7262785,0.91937304,,NLA12_UT-174,Target_Denied,19,19,19b,19b,-1230352.141,445963.7794
NLA12_UT-175,,,,3.294505142,Included,2953.69,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.61717327,-110.2371595,0.836392401,,NLA12_UT-175,Target_Denied,19,19,19c,19c,-1189964.896,438634.601
NLA12_UT-176,,,,29.57032967,Included,1284.13,Region_8,Nontarget-Ephemeral,16,16020102,,,41.3102935,-112.1588784,4.141704082,,NLA12_UT-176,Non_Target,13,13,13g,13g,-1335994.321,540801.5124
NLA12_UT-177,,,,2.081498034,Included,1287.29,Region_8,Nontarget-TooSmall,16,16010204,,,41.56395019,-112.0975622,0.580801368,,NLA12_UT-177,Unknown,13,13,13i,13i,-1326187.167,567926.5667
NLA12_UT-178,1,8531,9/11/2012,15.52980054,Included,3031.27,Region_8,Inaccessible-Effort,14,14070005,NATURAL,NATURAL,38.04029779,-111.3835377,2.237913914,,NLA12_UT-178,Target_Inacc,19,19,19e,19e,-1331516.197,168561.0054
NLA12_UT-179,,,,6.288601906,Included,1318.27,Region_8,Nontarget-MapError,16,16020306,,,39.77292727,-113.3229827,1.01798767,,NLA12_UT-179,Not_Lake,13,13,13a,13a,-1462424.17,388405.4462
NLA12_UT-180,,,,17.67083008,Included,1281.43,Region_8,Nontarget-TooShallow,16,16020204,NATURAL,NATURAL_ENH,40.90954787,-111.9402953,2.843878769,,NLA12_UT-180,Lake_Shallow,13,13,13g,13g,-1325583.923,493510.1298
NLA12_UT-181,,,,1.958729131,Included,1806.59,Region_8,Nontarget-MapError,16,16010201,,,41.96531118,-111.3969893,0.55185453,,NLA12_UT-181,Not_Lake,18,18,18c,18c,-1261744.237,602681.8183
NLA12_UT-182,,,,3.265824065,Included,3279.75,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.70190949,-110.8150784,0.722642993,,NLA12_UT-182,Target_Denied,19,19,19a,19a,-1236410.534,455392.3872
NLA12_UT-183,,,,4.17299718,Included,3168.49,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.61626726,-110.4774895,0.879276066,,NLA12_UT-183,Target_Denied,19,19,19b,19b,-1209913.14,441568.8126
NLA12_UT-184,,,,2.644293983,Included,1281.5,Region_8,Nontarget-Ephemeral,16,16020102,,,41.20199035,-112.1795332,0.793253995,,NLA12_UT-184,Non_Target,13,13,13g,13g,-1339739.752,529142.9215
NLA12_UT-185,,,,4.484948724,Included,1349.72,Region_8,Nontarget-Ephemeral,16,16010202,,,41.93628119,-111.9329625,1.215608527,,NLA12_UT-185,Non_Target,13,13,13i,13i,-1305802.524,606718.5834
NLA12_UT-186,1,6868,6/28/2012,9.624289004,Included,2680.67,Region_8,TargetSampleable,16,16030007,MAN_MADE,RESERVOIR,38.23508748,-112.4630091,1.137004195,,NLA12_UT-186,Target_Sampled,19,19,19e,19e,-1420280.691,205717.3569
NLA12_UT-187,,,,5.616098365,Included,3140.95,Region_8,Nontarget-TooSmall,14,14060002,,,40.71666317,-109.8890196,0.975865924,,NLA12_UT-187,Unknown,19,19,19b,19b,-1159454.135,445352.5518
NLA12_UT-188,,,,71.24438259,Included,1394.94,Region_8,Nontarget-MapError,16,16030005,,,39.5724957,-112.6556818,5.180781228,NLA06608-3138,NLA12_UT-188,Not_Lake,13,13,13b,13b,-1410596.066,356215.5935
NLA12_UT-189,,,,407.3080383,Included,1958.56,Region_8,AccessDenied,16,16010101,MAN_MADE,RESERVOIR,41.38138625,-111.1396753,22.12266654,,NLA12_UT-189,Target_Denied,18,18,18d,18d,-1251203.962,534778.4747
NLA12_UT-190,,,,4.535108342,Included,3047.48,Region_8,Nontarget-TooSmall,16,16020203,,,40.66945551,-110.9734324,0.945633461,,NLA12_UT-190,Unknown,19,19,19b,19b,-1250087.549,453873.6939
NLA12_UT-191,,,,14.74481124,Included,3298.53,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.72910243,-110.2954775,1.696676323,,NLA12_UT-191,Target_Denied,19,19,19a,19a,-1192923.785,451761.0143
NLA12_UT-192,,,,353.4949268,Included,1290.27,Region_8,Nontarget-NotLake,16,16020308,UNCERTAIN,UNCERTAIN,40.90883467,-113.1864446,10.79512325,,NLA12_UT-192,Not_Lake,13,13,13b,13b,-1428136.618,511486.1952
NLA12_UT-193,,,,3.429633644,Included,1762.77,Region_8,Nontarget-TooSmall,14,14060009,,,39.24164536,-110.8165417,0.772713501,,NLA12_UT-193,Unknown,20,20,20b,20b,-1261937.512,293780.9515
NLA12_UT-194,,,,21.6673319,Included,1283.19,Region_8,Nontarget-TooShallow,16,16010204,NATURAL,NATURAL_ENH,41.47888328,-112.1070494,4.707164017,,NLA12_UT-194,Lake_Shallow,13,13,13g,13g,-1328567.213,558674.6727
NLA12_UT-195,,,,4.712275827,Included,1636.12,Region_8,Nontarget-NoRecAquatUse,14,14060007,MAN_MADE,MAN_MADE,39.52458118,-110.6859601,1.130252568,,NLA12_UT-195,Lake_Special_Purpose,20,20,20b,20b,-1246024.105,323386.0737
NLA12_UT-196,1,7643,8/2/2012,31.45108714,Included,2568.97,Region_8,TargetSampleable,14,14060007,MAN_MADE,RESERVOIR,39.70682362,-111.2933692,3.577706571,,NLA12_UT-196,Target_Sampled,19,19,19d,19d,-1293850.358,351672.4574
NLA12_UT-197,,,,1.276563644,Included,1948.44,Region_8,Nontarget-TooSmall,14,14060003,,,40.38684044,-110.234839,0.445001803,,NLA12_UT-197,Unknown,20,20,20g,20g,-1193622.596,413093.7808
NLA12_UT-198,,,,4.909370252,Included,1345.23,Region_8,Nontarget-TooSmall,16,16010202,,,41.83214443,-111.9072414,1.132966796,,NLA12_UT-198,Unknown,13,13,13g,13g,-1305655.315,594877.7298
NLA12_UT-199,,,,2.397283943,Included,3239.76,Region_8,Nontarget-TooSmall,14,14070003,,,38.1573646,-111.5480517,0.685643387,,NLA12_UT-199,Unknown,19,19,19e,19e,-1343491.88,183824.349
NLA12_UT-200,,,,22.83773326,Included,1927.57,Region_8,AccessDenied,14,14060006,MAN_MADE,RESERVOIR,39.57212715,-109.7412406,2.958473842,,NLA12_UT-200,Target_Denied,20,20,20c,20c,-1165680.83,316667.5888
NLA12_UT-201,,,,1.950572313,Included,1315.57,Region_8,Nontarget-TooSmall,16,16020102,,,41.02490523,-111.9409589,0.582174818,,NLA12_UT-201,Unknown,13,13,13f,13f,-1323481.968,506255.4348
NLA12_UT-202,,,,8.852125385,Included,3272.36,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.65803977,-110.6185959,1.619822201,,NLA12_UT-202,Target_Denied,19,19,19a,19a,-1220896.107,447997.4601
NLA12_UT-203,1,7367,7/23/2012,8.964948567,Included,2909.22,Region_8,TargetSampleable,16,16020204,MAN_MADE,RESERVOIR,40.58885713,-111.5899784,1.297506355,,NLA12_UT-203,Target_Sampled,19,19,19d,19d,-1302582.129,453243.1661
NLA12_UT-204,,,,2.130118092,Included,1297.95,Region_8,Nontarget-MapError,16,16020204,,,40.67663196,-111.9040107,0.601941298,,NLA12_UT-204,Not_Lake,13,13,13f,13f,-1326939.756,467284.3003
NLA12_UT-205,,,,187.8163121,Included,1281.13,Region_8,Nontarget-TooShallow,16,16020102,MAN_MADE,MAN_MADE,41.36092401,-112.1488638,9.018727696,,NLA12_UT-205,Lake_Shallow,13,13,13g,13g,-1334215.852,546246.7599
NLA12_UT-206,,,,38.23200288,Included,3141.03,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.64089709,-110.8221511,3.607690529,,NLA12_UT-206,Target_Denied,19,19,19b,19b,-1238057.49,448733.8679
NLA12_UT-207,,,,37.31367628,Included,1296.34,Region_8,Nontarget-TooShallow,16,16010204,MAN_MADE,MAN_MADE,41.63471336,-112.256641,3.946926036,,NLA12_UT-207,Lake_Shallow,13,13,13g,13g,-1337817.231,577961.0236
NLA12_UT-208,,,,26.51265557,Included,3226.51,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.70262826,-110.2457509,2.466368846,,NLA12_UT-208,Target_Denied,19,19,19b,19b,-1189248.214,448206.0767
NLA12_UT-209,,,,22.3544542,Included,2064.4,Region_8,AccessDenied,14,14030005,MAN_MADE,RESERVOIR,37.95865889,-109.2276109,4.430316112,,NLA12_UT-209,Target_Denied,20,20,20a,20a,-1147486.311,131393.0218
NLA12_UT-210,1,7097,7/11/2012,6.736780077,Included,2203.2,Region_8,TargetSampleable,16,16030003,MAN_MADE,RESERVOIR,38.78818748,-111.7748779,1.387397027,,NLA12_UT-210,Target_Sampled,19,19,19f,19f,-1351229.677,256788.8549
NLA12_UT-211,,,,2.373763497,Included,1291.98,Region_8,Nontarget-MapError,16,16020204,,,40.74371075,-112.0082767,0.594224355,,NLA12_UT-211,Not_Lake,13,13,13b,13b,-1334297.415,476151.2946
NLA12_UT-212,,,,11.64060957,Included,1282.15,Region_8,Nontarget-TooShallow,16,16020310,MAN_MADE,MAN_MADE,41.48429701,-112.2756032,1.443232734,,NLA12_UT-212,Lake_Shallow,13,13,13g,13g,-1342231.388,561640.3386
NLA12_UT-213,,,,1.540352235,Included,2559.55,Region_8,Nontarget-TooSmall,16,16020101,,,40.83108877,-111.2403068,0.60928862,,NLA12_UT-213,Unknown,19,19,19c,19c,-1269287.871,475285.1617
NLA12_UT-214,,,,3.98690583,Included,1352.75,Region_8,Nontarget-NoRecAquatUse,16,16010203,MAN_MADE,MAN_MADE,41.68098436,-111.9216044,1.032781015,,NLA12_UT-214,Lake_Special_Purpose,13,13,13i,13i,-1309643.629,578398.185
NLA12_UT-215,,,,5.043513688,Included,3310.29,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79118361,-110.0607863,1.259623778,,NLA12_UT-215,Target_Denied,19,19,19b,19b,-1172458.728,455715.8109
NLA12_UT-216,,,,19.29082927,Included,1284.12,Region_8,Nontarget-TooShallow,16,16020204,NATURAL,NATURAL_ENH,40.84949044,-111.9949726,2.049588902,,NLA12_UT-216,Lake_Shallow,13,13,13g,13g,-1331214.54,487643.6269
NLA12_UT-217,,,,4.781275417,Included,2156.48,Region_8,Nontarget-TooSmall,15,15010008,,,37.43703627,-112.5067243,1.070989583,,NLA12_UT-217,Unknown,19,19,19g,19g,-1439472.069,118273.0179
NLA12_UT-218,1,7841,8/10/2012,1023.71804,Included,1651.98,Region_8,TargetSampleable,16,16020203,MAN_MADE,RESERVOIR,40.4581066,-111.4811121,31.29326618,NLA06608-4923,NLA12_UT-218,Target_Sampled,19,19,19g,19g,-1295942.257,437304.2574
NLA12_UT-219,,,,77.82268572,Included,1282,Region_8,Nontarget-TooShallow,16,16020310,,,41.48996086,-112.2775928,7.139535117,NLA06608-3858,NLA12_UT-219,Lake_Shallow,13,13,13g,13g,-1342285.813,562293.0887
NLA12_UT-220,,,,2.192287469,Included,2360.93,Region_8,Nontarget-TooSmall,16,16020203,,,40.49363081,-111.2384166,0.533159852,,NLA12_UT-220,Unknown,19,19,19d,19d,-1275166.41,437948.6549
NLA12_UT-221,,,,2.815220493,Included,3300.39,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79165927,-110.1772981,0.715005368,,NLA12_UT-221,Target_Denied,19,19,19b,19b,-1182094.268,457211.8489
NLA12_UT-222,1,7154,7/12/2012,48.53105047,Included,2083.19,Region_8,TargetSampleable,16,16030003,MAN_MADE,RESERVOIR,38.62493587,-112.4333455,4.732111137,,NLA12_UT-222,Target_Sampled,19,19,19f,19f,-1410228.627,248319.4873
NLA12_UT-223,,,,3.432223665,Included,1285.61,Region_8,Nontarget-TooSmall,16,16020204,,,40.8070494,-112.0120027,0.925918955,,NLA12_UT-223,Unknown,13,13,13a,13a,-1333415.504,483196.6817
NLA12_UT-224,,,,3.143859101,Included,1708.45,Region_8,Nontarget-TooSmall,16,16030006,,,37.62715543,-113.1436894,0.70595747,,NLA12_UT-224,Unknown,13,13,13c,13c,-1490603.387,149066.4487
NLA12_UT-225,,,,12.05406023,Included,3043.53,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.63088171,-110.7863771,1.523430818,,NLA12_UT-225,Target_Denied,19,19,19b,19b,-1235267.393,447160.1558
NLA12_UT-226,,,,39.4523375,Included,1283.87,Region_8,Nontarget-TooShallow,16,16010204,,,41.53692725,-112.2352018,5.678019296,,NLA12_UT-226,Lake_Shallow,13,13,13g,13g,-1337930.618,566875.146
NLA12_UT-227,,,,4.463098144,Included,3165.24,Region_8,Nontarget-TooSmall,14,14040106,,,40.86460483,-110.1340787,0.960979837,,NLA12_UT-227,Unknown,19,19,19b,19b,-1177306.813,464753.987
NLA12_UT-228,,,,1.116098478,Included,1562.06,Region_8,Nontarget-TooSmall,14,14060003,,,40.24725042,-110.0223098,0.41117587,,NLA12_UT-228,Unknown,20,20,20f,20f,-1178231.102,394976.1725
NLA12_UT-229,1,8395,9/5/2012,32.45693843,Included,2622.67,Region_8,TargetSampleable,14,14040106,MAN_MADE,RESERVOIR,40.88926752,-109.8461084,3.388750733,,NLA12_UT-229,Target_Sampled,19,19,19c,19c,-1153090.931,463955.1681
NLA12_UT-230,,,,2.781660583,Included,2712.93,Region_8,Nontarget-TooSmall,14,14060009,,,39.09070088,-111.2995135,0.636549041,,NLA12_UT-230,Unknown,19,19,19d,19d,-1305434.166,283599.0268
NLA12_UT-231,,,,33.6208316,Included,1282.02,Region_8,Nontarget-TooShallow,16,16020204,,,40.87954068,-112.0358259,2.795902451,,NLA12_UT-231,Lake_Shallow,13,13,13g,13g,-1334017.201,491534.0287
NLA12_UT-232,,,,1.815047715,Included,1686.4,Region_8,Nontarget-TooSmall,16,16030006,,,37.53754255,-113.7402715,0.560824953,,NLA12_UT-232,Unknown,13,13,13d,13d,-1543745.106,148716.2
NLA12_UT-233,,,,1.629653076,Included,1329.6,Region_8,Nontarget-TooSmall,14,14080201,,,37.28966136,-109.5584753,0.549694264,,NLA12_UT-233,Unknown,20,20,20d,20d,-1186656.714,61222.74077
NLA12_UT-234,,,,1.259785533,Included,1803.13,Region_8,Nontarget-TooSmall,16,16020203,,,40.36110867,-111.4139134,0.418627816,,NLA12_UT-234,Unknown,19,19,19g,19g,-1292121.165,425666.6319
NLA12_UT-235,,,,16.70229396,Included,1367.45,Region_8,Nontarget-TooShallow,16,16020202,MAN_MADE,MAN_MADE,40.14927787,-111.7462516,1.668444948,,NLA12_UT-235,Lake_Shallow,13,13,13f,13f,-1323641.992,406826.8445
NLA12_UT-236,,,,4.761862286,Included,1284.51,Region_8,Nontarget-TooSmall,16,16010204,,,41.51828937,-112.1178137,1.457682274,,NLA12_UT-236,Unknown,13,13,13g,13g,-1328702.118,563172.3843
NLA12_UT-238,,,,12.26953462,Included,3119.5,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.62637183,-110.8212951,1.595803679,,NLA12_UT-238,Target_Denied,19,19,19b,19b,-1238239.28,447115.5632
NLA12_UT-239,,,,10.70553532,Included,1283.21,Region_8,Nontarget-TooShallow,16,16020204,,,40.85455003,-112.0420295,1.693525755,,NLA12_UT-239,Lake_Shallow,13,13,13g,13g,-1334998.536,488862.3089
NLA12_UT-240,,,,1.591275222,Included,1281.55,Region_8,Nontarget-TooSmall,16,16020310,,,41.46970058,-112.2842225,0.576744174,,NLA12_UT-240,Unknown,13,13,13g,13g,-1343213.814,560152.3178
NLA12_UT-241,,,,3.264433372,Included,3286.53,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.79567138,-110.2368521,0.792243262,,NLA12_UT-241,Target_Denied,19,19,19b,19b,-1186955.656,458398.462
NLA12_UT-242,,,,23.09926359,Included,2879.17,Region_8,AccessDenied,16,16020101,NATURAL,NATURAL,40.86995498,-111.026245,3.50390159,,NLA12_UT-242,Target_Denied,19,19,19c,19c,-1250924.307,476744.228
NLA12_UT-243,,,,25.02188722,Included,1285.73,Region_8,Nontarget-Other,16,16020204,,,40.80920901,-111.9979531,2.083488162,NLA06608-3266,NLA12_UT-243,Non_Target,13,13,13a,13a,-1332216.067,483238.0752
NLA12_UT-244,,,,1.893960646,Included,1995.8,Region_8,Nontarget-TooSmall,16,16030006,,,37.61965152,-113.3854269,0.510097406,,NLA12_UT-244,Unknown,13,13,13d,13d,-1511541.543,152057.6
NLA12_UT-245,,,,3.781521532,Included,3262.33,Region_8,Nontarget-TooSmall,14,14040106,,,40.82439995,-110.0783437,0.827416342,,NLA12_UT-245,Unknown,19,19,19b,19b,-1173362.977,459611.7377
NLA12_UT-246,,,,11.27645586,Included,1506.79,Region_8,Nontarget-Ephemeral,16,16020201,MAN_MADE,RESERVOIR,39.96633481,-111.8119177,1.729473238,,NLA12_UT-246,Non_Target,13,13,13f,13f,-1332505.745,387528.86
NLA12_UT-247,,,,2.772620417,Included,1730.76,Region_8,Nontarget-TooSmall,16,16020102,,,41.3871373,-111.9107602,0.803369229,,NLA12_UT-247,Unknown,19,19,19f,19f,-1314240.354,545821.5239
NLA12_UT-248,1,8510,9/11/2012,32.42210193,Included,3008.33,Region_8,Nontarget-TooShallow,14,14070005,NATURAL,NATURAL,37.98313872,-111.7188736,2.473213274,,NLA12_UT-248,Lake_Shallow,19,19,19e,19e,-1361333.6,166991.0578
NLA12_UT-250,,,,2.058030556,Included,3095.55,Region_8,Nontarget-TooSmall,16,16020101,,,40.73447698,-111.0319909,0.600518587,,NLA12_UT-250,Unknown,19,19,19b,19b,-1253788.561,461836.938
NLA12_UT-251,,,,3190.567716,Included,1390.81,Region_8,Nontarget-MapError,16,16030005,,,39.5635355,-112.7336683,85.78934452,NLA06608-0322,NLA12_UT-251,Not_Lake,13,13,13b,13b,-1417308.532,356387.2344
NLA12_UT-252,,,,31.64208901,Included,1292.67,Region_8,Nontarget-TooShallow,16,16010204,NATURAL,NATURAL_ENH,41.59262413,-112.198636,3.733159047,,NLA12_UT-252,Lake_Shallow,13,13,13i,13i,-1333889.184,572503.9547
NLA12_UT-255,,,,25.89982766,Included,1282.01,Region_8,Nontarget-TooShallow,16,16020204,NATURAL,NATURAL_ENH,40.86661113,-112.039226,3.933824697,,NLA12_UT-255,Lake_Shallow,13,13,13g,13g,-1334540.576,490154.4167
NLA12_UT-256,,,,5.071833217,Included,1282.65,Region_8,Nontarget-TooSmall,16,16020310,,,41.47619415,-112.2513345,1.112028036,,NLA12_UT-256,Unknown,13,13,13g,13g,-1340403.866,560404.1374
NLA12_UT-257,,,,4.413785756,Included,3347.16,Region_8,AccessDenied,14,14060003,NATURAL,NATURAL,40.66612297,-110.4860925,0.935338168,,NLA12_UT-257,Target_Denied,19,19,19b,19b,-1209778.637,447197.6794
NLA12_UT-258,,,,3.053131412,Included,2672.38,Region_8,Nontarget-TooSmall,16,16010101,,,40.96455859,-110.9185491,0.879298689,,NLA12_UT-258,Unknown,19,19,19c,19c,-1240376.511,485795.2304
NLA12_UT-259,,,,6.524969504,Included,1282.5,Region_8,Nontarget-TooSmall,16,16020102,,,41.17645965,-112.1753951,1.528897137,,NLA12_UT-259,Unknown,13,13,13g,13g,-1339884.576,526267.5856
NLA12_UT-260,1,6966,7/5/2012,27.85638716,Included,2889.45,Region_8,TargetSampleable,14,14060009,MAN_MADE,RESERVOIR,39.14241052,-111.452546,2.298502128,,NLA12_UT-260,Target_Sampled,19,19,19d,19d,-1317438.767,291430.7655
NLA12_UT-261,,,,1.756977427,Included,1886.15,Region_8,Nontarget-TooSmall,14,14040106,,,40.98698042,-109.6967926,0.630406428,,NLA12_UT-261,Unknown,18,18,18c,18c,-1139171.193,472981.5248
NLA12_UT-262,,,,10.37662166,Included,1292.92,Region_8,Nontarget-TooShallow,16,16020304,MAN_MADE,RESERVOIR,40.62458065,-112.4387594,2.400734512,,NLA12_UT-262,Lake_Shallow,13,13,13b,13b,-1372121.034,469132.3325
NLA12_UT-263,,,,1.565511621,Included,1577.95,Region_8,Nontarget-TooSmall,16,16020102,,,41.31130063,-111.8534479,0.512158551,,NLA12_UT-263,Unknown,19,19,19g,19g,-1310959.993,536659.0858
NLA12_UT-264,1,8504,9/12/2012,11.22871745,Included,3074.1,Region_8,TargetSampleable,14,14070003,MAN_MADE,RESERVOIR,38.07061898,-111.3751268,1.900068059,,NLA12_UT-264,Target_Sampled,19,19,19e,19e,-1330247.121,171797.317
NLA12_UT-265,,,,6.35054153,Included,2022.9,Region_8,Nontarget-TooSmall,14,14030002,,,38.27654103,-109.2396923,1.231676444,,NLA12_UT-265,Unknown,20,20,20c,20c,-1143579.831,166823.3323
NLA12_UT-266,,,,5.348564878,Included,3069.15,Region_8,Nontarget-TooSmall,16,16020203,,,40.66390357,-110.9782426,0.955644047,,NLA12_UT-266,Unknown,19,19,19b,19b,-1250583.406,453322.8549
