SITE_ID,VISIT_NO,LON_DD,LAT_DD,EPA_REG,ECO_LEV_3,ECO_L3_NAM,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,AREA_HA,LAKEPERIM,DEPTHMAX,ELEV_PT,HUC_2,HUC_8
NLA06608-1910,1,-87.80067574,45.87339726,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,31.72826483,3.098881525,1.8,312.08,4,4030108
NLA06608-1930,1,-111.4734759,44.10051186,Region_10,12,Snake River Plain,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,144.1652689,19.3643789,8,1571.27,17,17040202
NLA06608-1936,1,-90.78180772,38.79320182,Region_7,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,174.9011065,15.59117931,5.5,149.38,7,7110009
NLA06608-1948,1,-100.645836,42.53347335,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,177.8716474,10.93167011,1.2,890.33,10,10150004
NLA06608-1953,1,-113.4075253,47.09945654,Region_8,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,256.4082239,15.17081365,12.5,1190,17,17010203
NLA06608-1958,1,-122.4216059,43.66297627,Region_10,4,Cascades,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,1062.111112,48.0457533,43.8,471.43,17,17090001
NLA06608-1959,1,-98.27345753,45.74264146,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,2155.092669,56.66295295,1.4,392,10,10160003
NLA06608-1960,1,-95.95265017,36.89068214,Region_6,40,Central Irregular Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,1146.982749,47.53140663,5.1,212.12,11,11070106
NLA06608-1968,1,-108.1899505,48.13399568,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,87.76730968,5.108275656,1.8,768.42,10,10050014
NLA06608-1975,1,-95.12645329,43.34114476,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,2359.151035,65.34002305,32,425.51,10,10230003
NLA06608-1985,1,-116.7986927,47.44868765,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,12489.8239,228.2143544,48.8,647.7,17,17010303
NLA06608-1989,1,-114.8909997,42.20289954,Region_10,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,393.036586,17.50234236,11.3,1593,17,17040213
NLA06608-1992,1,-96.06121126,32.45275022,Region_6,33,East Central Texas Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,4.869929972,1.156457427,4,115.81,12,12030107
NLA06608-1998,1,-88.11725533,46.60064001,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,52.5907937,5.017741367,7,525.63,4,4030107
NLA06608-1998,2,-88.11725533,46.60064001,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,52.5907937,5.017741367,6.2,525.63,4,4030107
NLA06608-2005,1,-116.1124743,42.29737384,Region_10,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,56.64041145,4.915461325,2.6,1651,17,17050104
NLA06608-2007,1,-97.32017864,45.75699008,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,54.11512029,5.318688804,2.2,583.97,7,7020001
NLA06608-2010,1,-89.30335606,31.19633242,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,30.74814426,3.148014545,4.6,55.3,3,3170007
NLA06608-2027,1,-105.6303731,42.23979744,Region_8,21,Southern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,15.01394922,1.930960033,5,2339.29,10,10180011
NLA06608-2036,1,-93.5509726,41.43839158,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,6.618375995,1.609873256,5.8,238.24,7,7100008
NLA06608-2037,1,-118.6723206,39.58892136,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,29.70432337,3.538713222,2,1189.99,16,16050203
NLA06608-2039,1,-94.8984756,43.10411616,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,83.45182889,6.562627388,1.5,425.32,10,10230003
NLA06608-2049,1,-115.0345388,48.02025253,Region_8,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,82.01714736,6.594259876,26,1015,17,17010213
NLA06608-2056,1,-93.92037248,41.46950026,Region_7,47,Western Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,93.28248783,10.26071092,6.4,278.75,7,7100008
NLA06608-2072,1,-95.80076799,32.25404093,Region_6,33,East Central Texas Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,4.380662507,0.944796142,2.9,153.21,12,12020001
NLA06608-2074,1,-84.54449705,30.43252366,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,3360.424496,133.2590988,3.5,20.82,3,3120003
NLA06608-2076,1,-93.42662016,35.15138649,Region_6,37,Arkansas Valley,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,35.10524886,3.915795531,11.6,156.34,11,11110204
NLA06608-2078,1,-88.08997243,46.25503439,Region_5,50,Northern Lakes and Forests,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,43.38962652,4.306964981,5,437.7,4,4030107
NLA06608-2082,1,-122.6008217,42.15139597,Region_10,78,Klamath Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,256.4942382,16.84668638,21.8,684.22,17,17100308
NLA06608-2086,1,-71.95362413,44.76204445,Region_1,58,Northeastern Highlands,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,12.54777784,1.737691038,5.3,594.9,1,1110000
NLA06608-2087,1,-97.41707065,45.55715378,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,24.53417975,2.043574605,4,556.59,10,10160010
NLA06608-2091,1,-86.4904329,32.35269226,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,5325.718765,532.0245664,13.7,38.12,3,3150107
NLA06608-2092,1,-91.70157522,32.71215655,Region_6,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,50.11528775,6.928644617,2.5,26.76,8,8050001
NLA06608-2094,1,-97.08741125,29.09294251,Region_6,33,East Central Texas Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,6.341423613,0.963289718,3.7,67.94,12,12100101
NLA06608-2095,1,-109.4410083,42.2494978,Region_8,18,Wyoming Basin,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,868.2137808,34.08063113,12.5,2059.87,14,14040104
NLA06608-2103,1,-99.90500153,44.8372406,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,182.1478425,7.013849845,2.4,557.78,10,10130105
NLA06608-2114,1,-79.23033272,39.68531765,Region_3,69,Central Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,12.75262776,1.873354058,6.1,779.28,5,5020006
NLA06608-2117,1,-81.62199477,28.62097337,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,12408.32568,58.45169377,1.3,19.85,3,3080102
NLA06608-2120,1,-98.31569017,32.59300712,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,13.86616164,1.989969708,7.7,273.8,12,12060201
NLA06608-2123,1,-97.1167168,44.32794024,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,20.86737608,1.887908793,2.5,536.68,10,10170201
NLA06608-2131,1,-99.10161914,45.89624924,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,70.19217253,3.558810067,2.1,593.51,10,10130106
NLA06608-2134,1,-122.7435687,45.89266323,Region_10,3,Willamette Valley,I,Willamette and Central Valleys,II,MAN-MADE,WMTNS MAN-MADE,31.81131198,4.715541527,3.2,4.11,17,17080002
NLA06608-2135,1,-96.47788918,44.70838784,Region_8,46,Northern Glaciated Plains,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,145.4547605,5.867304112,5.3,512.94,7,7020003
NLA06608-2152,1,-93.32597024,37.85925631,Region_7,39,Ozark Highlands,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,3371.814359,188.090823,10,256.6,10,10290107
NLA06608-2154,1,-86.94775581,31.26784195,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,23.00242608,2.495138765,2.1,79.53,3,3140304
NLA06608-2155,1,-85.02364851,41.627105,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,53.02913919,3.69179663,17.7,309.84,4,4050001
NLA06608-2162,1,-71.57318015,41.51134268,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,56.91062415,2.994714326,10.2,36.33,1,1090005
NLA06608-2170,1,-112.4310378,47.30587695,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,83.23066498,3.655937545,2.8,1388,10,10030102
NLA06608-2177,1,-114.7318229,48.671943,Region_8,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,42.97236372,5.291479318,17,1109,17,17010210
NLA06608-2185,1,-119.5263528,38.66086617,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,774.9357967,18.45478783,20.6,1527.26,16,16050302
NLA06608-2187,1,-87.35441691,33.45373979,Region_4,68,Southwestern Appalachians,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,2252.647628,226.0440958,20,57.03,3,3160112
NLA06608-2193,1,-124.0354961,46.41950629,Region_10,1,Coast Range,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,17.6229454,4.368513452,1.5,6.52,17,17100106
NLA06608-2196,1,-86.46070725,39.29388434,Region_5,71,Interior Plateau,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,6.92824095,1.430791443,3.3,212.34,5,5120202
NLA06608-2217,1,-111.0896969,34.4202345,Region_9,23,Arizona/New Mexico Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,24.1384051,5.230725477,9.7,2220,15,15020008
NLA06608-2219,1,-86.40845658,41.29977616,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,31.25866243,4.490728823,3.6,229.81,7,7120001
NLA06608-2241,1,-117.3189991,48.15402125,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,120.369258,9.393794503,21.5,682.11,17,17010308
NLA06608-2250,1,-110.6285367,44.3017541,Region_8,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,1147.602147,22.60231038,25,2371.07,17,17040101
NLA06608-2253,1,-75.50048849,38.96688176,Region_3,63,Middle Atlantic Coastal Plain,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,24.96801965,5.554125274,1.7,1.64,2,2040207
NLA06608-2257,1,-122.7843969,47.40930776,Region_10,2,Puget Lowland,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,7.185001789,1.082418214,7.4,63.56,17,17110019
NLA06608-2266,1,-106.7589307,44.18421481,Region_8,43,Northwestern Great Plains,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,12.04274232,1.501258521,21,1604.99,10,10090205
NLA06608-2267,1,-85.30057505,41.51785892,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,31.50387015,2.664669268,7.6,286.48,4,4050001
NLA06608-2283,1,-85.78969754,41.28362106,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,194.0341279,7.859013238,11.9,255.79,5,5120106
NLA06608-2305,1,-116.5279847,48.18443003,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,39.32950905,3.231701168,14.3,694.9,17,17010214
NLA06608-2322,1,-111.3273337,41.5055322,Region_8,18,Wyoming Basin,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,25.96551623,3.160537959,12,2108.82,16,16010101
NLA06608-2332,1,-99.30406582,40.03137931,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,5312.029295,96.66563845,13.7,593.39,10,10250009
NLA06608-2333,1,-75.54742044,38.64382658,Region_3,63,Middle Atlantic Coastal Plain,XIV,Eastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,27.27601052,3.812617946,1.5,1.55,2,2060008
NLA06608-2345,1,-110.9481455,39.34812677,Region_8,20,Colorado Plateaus,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,96.70049963,5.070122669,7.5,1780,14,14060009
NLA06608-2354,1,-71.45889451,41.70544844,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,21.67328286,1.860982254,14.5,4.74,1,1090004
NLA06608-2372,1,-109.2028896,36.27424052,Region_9,22,Arizona/New Mexico Plateau,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,105.1886371,7.881698265,5.2,2142.7,14,14080204
NLA06608-2379,1,-105.7229345,41.24777405,Region_8,18,Wyoming Basin,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,51.64106564,3.933171121,6.1,2191.92,10,10180010
NLA06608-2418,1,-71.4790807,41.55977063,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,63.79543597,5.982377526,1.4,14.73,1,1090004
NLA06608-2426,1,-110.4842973,47.6347722,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,68.18476728,4.64858198,1.4,1019,10,10040102
NLA06608-2429,1,-111.0606041,40.34377825,Region_8,20,Colorado Plateaus,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,113.4051769,7.566814552,23.8,2342,14,14060004
NLA06608-2438,1,-119.5634013,42.06680514,Region_10,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,27.05486464,3.72441736,1.7,1636.22,17,17120008
NLA06608-2450,1,-124.1790441,43.63164375,Region_10,1,Coast Range,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,14.48418233,1.894191771,10.5,68.29,17,17100304
NLA06608-2453,1,-116.2369826,41.80418482,Region_9,80,Northern Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,47.62297136,4.670710357,6.1,1639,17,17050105
NLA06608-2457,1,-113.0490711,37.43723737,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,83.10155806,7.154614838,4.8,2474,15,15010008
NLA06608-2463,1,-110.4849079,40.17547463,Region_8,20,Colorado Plateaus,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,1331.971192,52.84347808,25,1741,14,14060004
NLA06608-2477,1,-115.2249025,37.56936135,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,81.85228527,4.749179487,1.4,1169.22,15,15010011
NLA06608-2481,1,-119.3927622,43.98862837,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,5.932808012,1.052801011,5.6,1391.89,17,17070201
NLA06608-2492,1,-89.66897642,34.47617113,Region_4,65,Southeastern Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,12459.03176,240.2747753,6.1,82.01,8,8030201
NLA06608-2497,1,-116.9701212,48.00821961,Region_10,15,Northern Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,54.4877937,3.420549716,1.2,686,17,17010214
NLA06608-2507,1,-86.05550077,40.07519519,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,590.627289,55.35230396,12.2,254.81,5,5120201
NLA06608-2513,1,-122.5619208,47.13285576,Region_10,2,Puget Lowland,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,441.4867637,17.47030509,28.9,72.65,17,17110019
NLA06608-2523,1,-85.42886396,41.34688657,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,25.94650237,3.367300862,6.5,270.04,4,4050001
NLA06608-2524,1,-91.220466,31.95537014,Region_6,73,Mississippi Alluvial Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,1115.177547,39.97380771,10,18.58,8,8050003
NLA06608-2565,1,-81.22725223,28.32320111,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,63.83628941,3.142083677,3.5,18.58,3,3090101
NLA06608-2566,1,-71.79479768,41.37985994,Region_1,59,Northeastern Coastal Zone,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,69.25804548,3.199490894,0.5,10.73,1,1090005
NLA06608-2593,1,-81.70713268,28.09210404,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,289.813335,7.515921936,4,38.73,3,3100101
NLA06608-2629,1,-81.27307172,28.84218233,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,3565.564896,34.09077373,2.3,0.3,3,3080101
NLA06608-2634,1,-109.5249202,44.94116736,Region_8,17,Middle Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,15.17670303,2.228599831,3.5,2911,10,10070006
NLA06608-2640,1,-100.7051997,40.36170146,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,644.459313,45.64532018,12.2,787.34,10,10250007
NLA06608-2644,1,-85.24189644,39.07938034,Region_5,55,Eastern Corn Belt Plains,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,79.48451611,11.68529948,6.1,278.59,5,5090203
NLA06608-2655,1,-109.1845335,40.72496185,Region_8,20,Colorado Plateaus,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,43.28532909,4.283173476,3,2184,14,14040106
NLA06608-2657,1,-81.83272347,28.16663717,Region_4,75,Southern Coastal Plain,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,30.03507929,2.76667024,1.2,42.88,3,3100208
NLA06608-2663,1,-95.35917721,29.20565727,Region_6,34,Western Gulf Coastal Plain,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,30.01367711,2.687945037,1.3,6.1,12,12040205
NLA06608-2673,1,-118.6850367,44.30658171,Region_10,11,Blue Mountains,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,12.72532084,1.751292625,6,1915.02,17,17070201
NLA06608-2685,1,-110.9547924,40.68363702,Region_8,19,Wasatch and Uinta Mountains,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,26.35005455,2.125015839,12.7,2992.89,16,16020203
NLA06608-2696,1,-96.71956089,32.8366626,Region_6,32,Texas Blackland Prairies,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,427.1517693,18.29744509,4.6,139.59,12,12030105
NLA06608-2704,1,-100.1852787,35.8844838,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,22.66604723,1.85353901,2.9,690.11,11,11090106
NLA06608-2708,1,-86.49533079,39.54217646,Region_5,71,Interior Plateau,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,10.88328185,2.163380357,6.4,229.37,5,5120201
NLA06608-2714,1,-104.1093535,43.82780189,Region_8,17,Middle Rockies,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,30.29946393,2.762673258,7.7,1333,10,10120107
NLA06608-2715,1,-103.61424,41.99075603,Region_7,25,High Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,296.7030372,9.674908319,3,1274.69,10,10180009
NLA06608-2726,1,-121.7665432,43.71378677,Region_10,9,Eastern Cascades Slopes and Foothills,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,40.86697904,2.309861209,15.2,1321.96,17,17070301
NLA06608-2740,1,-98.90220683,41.29419937,Region_7,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,1117.854691,76.75741229,11.2,657.71,10,10210003
NLA06608-2753,1,-117.6889884,47.57068723,Region_10,10,Columbia Plateau,III,Xeric West,III,NATURAL,WMTNS NATURAL,49.64517909,3.906758776,15.5,731.19,17,17010307
NLA06608-2759,1,-98.68391282,30.75592819,Region_6,30,Edwards Plateau,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,20.87527421,3.273441187,1.8,300.97,12,12090204
NLA06608-2776,1,-96.95936703,33.49584507,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,11.96904565,1.812737448,4.3,199.79,12,12030103
NLA06608-2779,1,-85.70517583,41.27976472,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,119.5818466,6.221162447,13.1,254.89,5,5120106
NLA06608-2797,1,-114.264347,37.90869352,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,23.50017177,3.751115615,4,1604,15,15010013
NLA06608-2800,1,-112.4771506,47.67808029,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,617.4970922,23.28450537,8.8,1332,10,10030104
NLA06608-2801,1,-112.689224,42.08566286,Region_10,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,50.19379983,6.513127596,2.7,1401,16,16020309
NLA06608-2807,1,-97.41861663,31.90669248,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,5764.756134,166.292342,21.5,159.15,12,12060202
NLA06608-2823,1,-92.74143447,31.29345058,Region_6,35,South Central Plains,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,652.3208452,36.58472765,6.5,30.12,11,11140207
NLA06608-2824,1,-98.66083463,41.76461732,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,50.5622725,4.773219986,4.9,610.76,10,10210010
NLA06608-2831,1,-85.7918613,34.14749294,Region_4,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,11384.34074,509.0235001,13.5,171.92,3,3150105
NLA06608-2833,1,-120.164879,47.91880419,Region_10,10,Columbia Plateau,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,76.65251592,4.397976296,18.5,375.52,17,17020009
NLA06608-2874,1,-111.9632243,46.93083483,Region_8,42,Northwestern Glaciated Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,1485.759315,60.58810244,35.1,1091,10,10030101
NLA06608-2881,1,-114.388,48.45509278,Region_8,15,Northern Rockies,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,1335.841549,26.06315998,49.7,913,17,17010210
NLA06608-2889,1,-118.7179736,38.70359768,Region_9,13,Central Basin and Range,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,14378.42575,55.39909645,24,1207.07,16,16050304
NLA06608-2891,1,-85.98525778,41.23224913,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,25.32907749,2.274084648,11.9,241.29,5,5120106
NLA06608-2916,1,-87.11602237,38.21295517,Region_5,72,Interior River Valleys and Hills,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,10.91519075,1.973631123,4.6,179.9,5,5140201
NLA06608-2924,1,-101.3181565,32.23706223,Region_6,26,Southwestern Tablelands,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,56.75508288,5.998923679,10,711.05,12,12080007
NLA06608-2954,1,-111.6037333,44.02361323,Region_10,12,Snake River Plain,III,Xeric West,III,NATURAL,WMTNS NATURAL,19.14831492,3.118321311,2.4,1536.82,17,17040203
NLA06608-2955,1,-86.14384613,33.55680923,Region_4,67,Ridge and Valley,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,10360.72355,688.1584853,9.5,141.76,3,3150106
NLA06608-2972,1,-100.649942,42.45325719,Region_7,44,Nebraska Sand Hills,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,54.12101543,4.637202284,1.7,903.39,10,10210006
NLA06608-2987,1,-86.36950208,41.67863226,Region_5,56,Southern Michigan/Northern Indiana Drift Plains,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,30.92769369,6.878255825,2.3,218.76,7,7120001
NLA06608-2996,1,-98.7099336,33.9804795,Region_6,27,Central Great Plains,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,83.93357214,5.915633098,5.2,314.95,11,11130206
NLA06608-3032,1,-97.25082795,33.8415669,Region_6,29,Cross Timbers,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,4.279639086,0.848543616,3.6,268.28,11,11130201
