"SITEID_07","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC_2","HUC_8","ECO3","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","ECO3_X_ORIGIN","STATE","DATE","ln_phyDen.BioV","ln_phySR","ln_zpSR","ln_zpDen","ln_Cond","ln_DOC","ln_NTL","ln_PTL","ln_Silica"
"NLA06608-1893",7,1.91845414201183,1.22464944108665,0,0,3,0.00325380314651074,137268.64445,278796.3522,41.405007,-117.1542995,881.7682044,7,37.47884666,1413.13,16,16040109,13,"Region_9",391,5900,581,302,31555,8.53,20.025,7.13869281,"Central Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","NV","7/12/2007",12.5382368738518,1.09861228866811,1.94591014905531,0.651519727376099,5.96870755998537,8.68270762989381,6.36475075685191,5.71042701737487,10.3594873340183
"NLA06608-1894",6,10.7547169811321,0.650895274600463,0,0,25,2.01248329748484,1854.399936,1963480.2595,44.026655,-121.7456252,32.89834493,3,3.069537967,1655.84,17,17070301,4,"Region_10",24.82,590,162,36,19369,7.34,17.3,5.795228758,"Cascades","II","Western Forested Mountains","II","WMTNS NATURAL","OR","8/8/2007",14.4902290992191,3.2188758248682,1.79175946922805,2.37534444727647,3.21164977977646,6.38012253689976,5.08759633523238,3.58351893845611,9.87142912884224
"NLA06608-1906",16,48,1.51991942055202,0.25,0.0277777777777778,23,1.07727975390043,68052.946448,1567823.52,41.862134,-71.55317818,50.60959858,3.5,6.377358742,82.78,1,1090004,59,"Region_1",202.1,3700,368,14,1072,7.44,25.714286,5.704509804,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH MAN-MADE","RI","7/20/2007",14.2651989225377,3.13549421592915,2.77258872223978,3.87120101090789,5.30876262440958,8.21608809863232,5.90808293816893,2.63905732961526,6.97728134163075
"NLA06608-1908",15,14.5906339598598,1.84545025947909,0.2,0.244541484716157,42,2.37704195179436,4784.205003,3159863.9795,38.063566,-86.6622935,15.19424999,6.1,2.535227566,137.66,5,5140201,71,"Region_5",150.4,2620,185,10,6342,7.79,26.071429,5.830718954,"Interior Plateau","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","IN","8/7/2007",14.9660395401746,3.73766961828337,2.70805020110221,2.68037981326032,5.01329841151574,7.87092959675514,5.22035582507832,2.30258509299405,8.75494945509829
"NLA06608-1910",24,1.45723730155035,2.11381389565563,0.166666666666667,0.159744408945687,33,0.732793344340944,92466.6708,5669205.3649,45.873397,-87.80067574,31.72826483,1.8,3.098881525,312.08,4,4030108,50,"Region_5",186.1,18150,830,37,2729,8.57,22.2,5.678431373,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","7/11/2007",15.5505595185984,3.49650756146648,3.17805383034795,0.376542383923981,5.2262841636482,9.806425839693,6.72142570079064,3.61091791264422,7.91169052070834
"NLA06608-1930",11,1.33871630809449,1.48062818948453,0.181818181818182,0.102362204724409,26,1.47788210929659,1369.125869,1316297.1258,44.100512,-111.4734759,144.1652689,8,19.3643789,1571.27,17,17040202,12,"Region_10",149.4,1350,178,31,30245,8.58,20.177778,6.178235294,"Snake River Plain","III","Xeric West","III","WMTNS MAN-MADE","ID","7/24/2007",14.0903331448663,3.25809653802148,2.39789527279837,0.291711175773679,5.00662727269872,7.20785987143248,5.18178355029209,3.43398720448515,10.317086160541
"NLA06608-1936",11,35.8260229433777,1.09749514221698,0.363636363636364,0.0496575342465753,30,0.278747715594932,268330.63309,9949961.331,38.793202,-90.78180772,174.9011065,5.5,15.59117931,149.38,7,7110009,72,"Region_7",455.5,5610,788,89,1925,8.15,25.428571,5.768888889,"Interior River Valleys and Hills","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","MO","9/13/2007",16.1130792227956,3.40119738166216,2.39789527279837,3.57867452720407,6.12139571670001,8.63230599851674,6.66949808985788,4.48863636973214,7.56268124672188
"NLA06608-1948",14,1.19529593213804,2.1928155917159,0.285714285714286,0.338709677419355,51,2.61224198493983,43576.97454,8566962.9281,42.533473,-100.645836,177.8716474,1.2,10.93167011,890.33,10,10150004,44,"Region_7",490.5,26210,2981,486,49716,9,25.166667,6.035490196,"Nebraska Sand Hills","IV","Great Plains Grass and Shrublands","IVnat","PLNLOW NATURAL","NE","8/21/2007",15.9634238436461,3.93182563272433,2.63905732961526,0.178393796681783,6.19542527900542,10.1738962963175,8.00001409367807,6.18620862390049,10.8140820918654
"NLA06608-1953",17,11.3482013758051,1.93672338589055,0.235294117647059,0.111969111969112,19,1.56955793114063,23132.42109,2314010.35,47.099457,-113.4075253,256.4082239,12.5,15.17081365,1190,17,17010203,17,"Region_8",147.8,2910,226,15,6484,8.2,15.723077,5.893071895,"Middle Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","MT","8/25/2007",14.6544926595002,2.94443897916644,2.83321334405622,2.4290592622778,4.9958600085141,7.97590836016554,5.42053499927229,2.70805020110221,8.77709288285557
"NLA06608-1958",10,11.4583333333333,1.43238339629833,0.1,0.0763636363636364,13,1.05729564171086,672.484905,568386.0956,43.662976,-122.4216059,1062.111112,43.8,48.0457533,471.43,17,17090001,4,"Region_10",54.33,980,18,10,22619,7.8,15.2875,6.08,"Cascades","II","Western Forested Mountains","II","WMTNS MAN-MADE","OR","8/27/2007",13.2505562125554,2.56494935746154,2.30258509299405,2.43871726731863,3.99507656056343,6.88755257166462,2.89037175789616,2.30258509299405,10.026545540028
"NLA06608-1959",17,23.6345580933466,2.10736287822707,0.117647058823529,0.0966386554621849,44,3.07042141712716,18449.31063,13848191.278,45.742641,-98.27345753,2155.092669,1.4,56.66295295,392,10,10160003,46,"Region_8",1077,13840,1494,493,14509,8.57,22.65,5.643529412,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","SD","6/11/2007",16.4436651884233,3.78418963391826,2.83321334405622,3.162709966941,6.98193467715639,9.53531822917166,7.30921236569276,6.20050917404269,9.58252442551568
"NLA06608-1960",16,4.9141799017164,1.36324616700994,0.4375,0.289855072463768,16,0.107371659949918,96064.002225,2256626.072,36.890682,-95.95265017,1146.982749,5.1,47.53140663,212.12,11,11070106,40,"Region_6",185.2,4530,403,108,4299,7.68,28.418571,5.347124183,"Central Irregular Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","OK","8/23/2007",14.6293813672845,2.77258872223978,2.77258872223978,1.59212488346475,5.22143632221208,8.41847721847708,5.99893656194668,4.68213122712422,8.36613771649628
"NLA06608-1968",10,6.02744807121662,1.15472290590851,0.3,0.574358974358974,28,2.32357929558066,206815.1081,28858652.4,48.133996,-108.1899505,87.76730968,1.8,5.108275656,768.42,10,10050014,42,"Region_8",797,10490,2076,255,1433,8.89,17.2,5.64,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW MAN-MADE","MT","8/23/2007",17.1779204158331,3.3322045101752,2.30258509299405,1.79632371572569,6.68085467879022,9.25817770139034,7.63819824428578,5.54126354515843,7.26752542782817
"NLA06608-1975",19,16.7731029301277,1.47763850750556,0.263157894736842,0.0470324748040314,30,1.45342181656409,458.13492885,19355.630287,43.341145,-95.12645329,2359.151035,32,65.34002305,425.51,10,10230003,47,"Region_7",463.8,5830,739,18,10369,8.44,21.495652,5.619477124,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IA","8/8/2007",9.8707386270385,3.40119738166216,2.94443897916644,2.81977658734959,6.13945342482143,8.67077227934454,6.6052979209482,2.89037175789616,9.24657586455828
"NLA06608-1985",13,41.5722379603399,1.54582184028884,0.153846153846154,0.335604770017036,18,2.23993246674532,169.8271524,137571.32466,47.448688,-116.7986927,12489.8239,48.8,228.2143544,647.7,17,17010303,15,"Region_10",49.63,1280,27,3,9986,7.57,10.7,5.964640523,"Northern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","ID","7/21/2007",11.8318977863976,2.89037175789616,2.56494935746154,3.727432587763,3.90459548959935,7.15461535691366,3.29583686600433,1.09861228866811,9.20893939106056
"NLA06608-1989",13,11.0094541018603,1.04604997830552,0.230769230769231,0.03601108033241,21,1.47075897518693,11529.481151,1195592.4263,42.2029,-114.8909997,393.036586,11.3,17.50234236,1593,17,17040213,80,"Region_10",92.7,3720,658,71,26546,8.01,20.208333,6.828104575,"Northern Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","ID","8/2/2007",13.9941523747282,3.04452243772342,2.56494935746154,2.39875436747632,4.52936847257181,8.22147894726719,6.48920493132532,4.26267987704132,10.1866343561861
"NLA06608-1992",14,104.441624365482,0.811216336878134,0.357142857142857,0.0388821385176185,23,1.51827302652143,49045.33108,10682889.814,32.45275,-96.06121126,4.869929972,4,1.156457427,115.81,12,12030107,33,"Region_6",87.19,9370,2041,108,7136,7.7,26.2,5.343071895,"East Central Texas Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","9/20/2007",16.1841539367309,3.13549421592915,2.63905732961526,4.64862829680728,4.46808964543972,9.14526837523247,7.62119516280984,4.68213122712422,8.87290767425985
"NLA06608-1998",21,9.10916392844104,2.49877705235576,0.333333333333333,0.375751503006012,34,1.80551646517352,20760.663667,2701204.2566,46.60064,-88.11725533,52.5907937,7,5.017741367,525.63,4,4030107,50,"Region_5",23.05,7720,430,13,143,6.82,19.4125,5.476993464,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","8/6/2007",14.8092082524997,3.52636052461616,3.04452243772342,2.20928093191659,3.13766576944266,8.95156964301882,6.06378520868761,2.56494935746154,4.96284463025991
"NLA06608-2005",6,5.41069898396377,0.789442880106436,0,0,4,0.00334032352422994,299034.63334,59937060.0311,42.297374,-116.1124743,56.64041145,2.6,4.915461325,1651,17,17050104,80,"Region_10",178,6140,1398,276,31650,7.79,21.4,6.964052288,"Northern Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","ID","7/12/2007",17.9088055701197,1.38629436111989,1.79175946922805,1.68837828672392,5.18178355029209,8.72258002114119,7.24279792279376,5.62040086571715,10.3624934275723
"NLA06608-2007",14,3.95994443638173,2.14521326406647,0.357142857142857,0.230366492146597,38,2.98009045586713,3509.724286,1674204.921,45.75699,-97.32017864,54.11512029,2.2,5.318688804,583.97,7,7020001,46,"Region_8",641.1,12230,1331,59,7912,8.62,23.625,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","6/24/2007",14.3308489365181,3.63758615972639,2.63905732961526,1.37622999395122,6.46318545099321,9.41164722868122,7.19368581839511,4.07753744390572,8.97613587330255
"NLA06608-2010",10,1.10539845758355,1.60047973946574,0.4,0.0930232558139535,44,2.3177147788813,1548.3630978,693344.3319,31.196332,-89.30335606,30.74814426,4.6,3.148014545,55.3,3,3170007,65,"Region_4",38.85,4210,494,24,1042,7.19,28.08,5.596535948,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","MS","7/19/2007",13.4492820262009,3.78418963391826,2.30258509299405,0.100205865069162,3.65970807681366,8.34521792667643,6.20253551718792,3.17805383034795,6.94889722231331
"NLA06608-2027",11,3.22207276253637,1.44172276647624,0.181818181818182,0.0323624595469256,6,0.700847633447315,58.0423278,450.895752,42.239797,-105.6303731,15.01394922,5,1.930960033,2339.29,10,10180011,21,"Region_8",93.7,8120,551,49,11106,6.92,15.633333,6.39745098,"Southern Rockies","II","Western Forested Mountains","II","WMTNS MAN-MADE","WY","6/20/2007",6.11123616422497,1.79175946922805,2.39789527279837,1.17002486753404,4.54009818924438,9.00208543315572,6.31173480915291,3.89182029811063,9.31524078180155
"NLA06608-2036",13,13.0098397702484,1.97053552736022,0.307692307692308,0.0579010856453559,20,1.21282807988242,1457.5663449,173297.728,41.438392,-93.5509726,6.618375995,5.8,1.609873256,238.24,7,7100008,47,"Region_7",389.7,3480,278,11,728,8.28,22.714286,5.712222222,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IA","7/11/2007",12.0627663654043,2.99573227355399,2.56494935746154,2.56570597655683,5.96537721234466,8.15478757276852,5.62762111369064,2.39789527279837,6.59030104819669
"NLA06608-2037",21,26.6034439730472,2.25614104273157,0.380952380952381,0.266416510318949,19,1.16891471366167,7419.85229,5520855.043,39.588921,-118.6723206,29.70432337,2,3.538713222,1189.99,16,16050203,13,"Region_9",518,6530,1190,175,15220,8.69,22.1275,7.308366013,"Central Basin and Range","III","Xeric West","III","WMTNS MAN-MADE","NV","6/14/2007",15.5240433053519,2.94443897916644,3.04452243772342,3.28104068007774,6.24997524225948,8.78416222227048,7.08170858610557,5.16478597392351,9.63036563141568
"NLA06608-2039",14,23.8052541916973,1.78635222552841,0.357142857142857,0.216572504708098,21,1.92901911733609,1238.4582056,152438.4413,43.104116,-94.8984756,83.45182889,1.5,6.562627388,425.32,10,10230003,47,"Region_7",315.9,14600,4691,277,12856,8.61,24.6,5.675882353,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","IA","8/9/2007",11.934516129929,3.04452243772342,2.63905732961526,3.16990632066959,5.75542570780804,9.58877680769643,8.45340105832846,5.62401750618734,9.46156590741735
"NLA06608-2049",18,35.0014056789429,2.35639896193512,0.222222222222222,0.263052208835341,31,1.70423877244183,5527.845944,375544.0437,48.020253,-115.0345388,82.01714736,26,6.594259876,1015,17,17010213,15,"Region_8",292.9,4190,276,5,11413,8.41,10.0625,5.691960784,"Northern Rockies","II","Western Forested Mountains","II","WMTNS NATURAL","MT","9/17/2007",12.8361310367834,3.43398720448515,2.89037175789616,3.55538822293844,5.67983125383369,8.34045601291618,5.62040086571715,1.6094379124341,9.3425083355536
"NLA06608-2056",16,29.4036367656,2.3786922050416,0.1875,0.293233082706767,10,0.976345406357583,4187.950245,921366.427,41.4695,-93.92037248,93.28248783,6.4,10.26071092,278.75,7,7100008,47,"Region_7",251.1,6920,2082,572,14271,9.01,26.733333,5.712222222,"Western Corn Belt Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW MAN-MADE","IA","8/22/2007",13.7336130938763,2.30258509299405,2.77258872223978,3.38111836620469,5.52585126616354,8.84217104861172,7.64108424917491,6.3491389913798,9.56598478510039
"NLA06608-2072",4,6.85365853658537,0.20239827754651,0,0,20,0.225741033784435,136742.062322,3874931.424,32.254041,-95.80076799,4.380662507,2.9,0.944796142,153.21,12,12020001,33,"Region_6",65.5,12330,1134,78,5694,6.82,27.3,5.29751634,"East Central Texas Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","8/30/2007",15.1700385235807,2.99573227355399,1.38629436111989,1.92478260262944,4.18205014264121,9.41979059615839,7.0335064842877,4.35670882668959,8.64716826783798
"NLA06608-2074",13,1.6839378238342,1.28030924381294,0.230769230769231,0.0673076923076923,15,0.616004778131671,7545.94689,1115214.452,30.432524,-84.54449705,3360.424496,3.5,133.2590988,20.82,3,3120003,75,"Region_4",93.76,7020,1004,72,2717,8.07,28.775,5.732091503,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW MAN-MADE","FL","6/13/2007",13.9245572780149,2.70805020110221,2.56494935746154,0.521134993424852,4.5407383258287,8.85651849701986,6.91174730025167,4.27666611901606,7.90728360942635
"NLA06608-2076",18,14.2974371922737,2.01223319070976,0.222222222222222,0.216335540838852,24,1.66075928208112,4620.1910812,268664.5504,35.151386,-93.42662016,35.10524886,11.6,3.915795531,156.34,11,11110204,37,"Region_6",30.31,2080,124,11,7657,6.44,21.45,5.28751634,"Arkansas Valley","IX","Southeastern Temperate Forested Plains and Hills","IX","EHIGH MAN-MADE","AR","9/12/2007",12.5012188558666,3.17805383034795,2.89037175789616,2.660080303881,3.41147769106971,7.64012317269536,4.82028156560504,2.39789527279837,8.94337554111312
"NLA06608-2078",12,1.93553816376336,1.63618625450126,0.25,0.169565217391304,28,1.04232896129884,10846.888558,5795464.2672,46.255034,-88.08997243,43.38962652,5,4.306964981,437.7,4,4030107,50,"Region_5",33.39,6040,569,7,545,7.38,20.785714,5.476993464,"Northern Lakes and Forests","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","PLNLOW NATURAL","MI","8/24/2007",15.5725861466807,3.3322045101752,2.484906649788,0.66038540862126,3.50825645395556,8.70615929092886,6.34388043412633,1.94591014905531,6.30078579466324
"NLA06608-2082",11,10.9230769230769,1.80761308595881,0.181818181818182,0.0669014084507042,21,1.09731994879329,8045.866994,841665.16599,42.151396,-122.6008217,256.4942382,21.8,16.84668638,684.22,17,17100308,78,"Region_10",118.4,3070,496,17,12131,7.87,21.382609,6.547712418,"Klamath Mountains","II","Western Forested Mountains","II","WMTNS MAN-MADE","OR","9/4/2007",13.6431375490397,3.04452243772342,2.39789527279837,2.39087770013972,4.7740687224499,8.02943284058124,6.20657592672493,2.83321334405622,9.40351943877092
"NLA06608-2086",12,50.5714285714286,1.35880832717667,0.25,0.559322033898305,23,1.55471491969125,2234.901467,868596.51633,44.762044,-71.95362413,12.54777784,5.3,1.737691038,594.9,1,1110000,58,"Region_1",167,2780,276,5,7325,8.18,20.316667,5.095294118,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","EHIGH NATURAL","VT","8/29/2007",13.6746339884025,3.13549421592915,2.484906649788,3.92338676407846,5.11799381241676,7.93020620668468,5.62040086571715,1.6094379124341,8.89904843388527
"NLA06608-2087",16,7.9152459814905,1.58780023699488,0.1875,0.04,19,0.83383016104691,108325.1088,3219793.2837,45.557154,-97.41707065,24.53417975,4,2.043574605,556.59,10,10160010,46,"Region_8",963.7,16740,2859,197,34366,8.98,25.175,5.499738562,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","7/25/2007",14.9848277178511,2.94443897916644,2.77258872223978,2.06879077073895,6.87078004285724,9.72555634404347,7.95822719232231,5.28320372873799,10.4448229825067
"NLA06608-2091",10,8.518239939827,0.724460004552873,0.3,0.0750551876379691,41,2.41833462994173,3814.470684,1823912.82843,32.352692,-86.4904329,5325.718765,13.7,532.0245664,38.12,3,3150107,65,"Region_4",144.4,2550,401,53,7060,8.04,28.407143,5.92130719,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","AL","7/2/2007",14.4164946570434,3.71357206670431,2.30258509299405,2.14220973966816,4.97258722645873,7.84384863815247,5.99396142730657,3.97029191355212,8.86220033048729
"NLA06608-2092",12,2.68131868131868,1.46670298853465,0.5,0.815573770491803,29,1.20133302879318,62724.645502,2460825.3392,32.712157,-91.70157522,50.11528775,2.5,6.928644617,26.76,8,8050001,73,"Region_6",59.47,7220,1804,135,4520,7.28,26.338,5.55869281,"Mississippi Alluvial Plain","X","Texas-Louisiana Coastal and Mississippi Alluvial Plains","CPL","PLNLOW MAN-MADE","LA","9/15/2007",14.7160073553796,3.36729582998647,2.484906649788,0.986308718776352,4.0854719837185,8.88461023188687,7.49776170062257,4.90527477843843,8.41626727282628
"NLA06608-2094",16,6.59107016300496,1.81829653831579,0.375,0.408602150537634,22,0.682284705630692,74800.88704,6145044.725,29.092943,-97.08741125,6.341423613,3.7,0.963289718,67.94,12,12100101,33,"Region_6",28.45,6550,438,35,5405,7.13,26.76,5.215816993,"East Central Texas Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","7/11/2007",15.6311565792308,3.09104245335832,2.77258872223978,1.88571572728853,3.34814816057234,8.7872203286293,6.08221891037645,3.55534806148941,8.59507973007331
"NLA06608-2095",8,26.1851851851852,0.316060722132898,0,0,12,0.41701189836595,1115.0330375,184792.36333,42.249498,-109.4410083,868.2137808,12.5,34.08063113,2059.87,14,14040104,18,"Region_8",114.3,3020,316,48,5795,7.87,18.935714,6.175098039,"Wyoming Basin","III","Xeric West","III","WMTNS MAN-MADE","WY","7/8/2007",12.126988113364,2.484906649788,2.07944154167984,3.26519379989224,4.73882657080077,8.01301211036892,5.75574221358691,3.87120101090789,8.66475075577385
"NLA06608-2103",7,34.5552884615385,1.53619301887873,0.428571428571429,0.205217391304348,24,2.08600123235212,8025.352816,5750774.85,44.837241,-99.90500153,182.1478425,2.4,7.013849845,557.78,10,10130105,42,"Region_8",4562,25250,3503,170,787,8.59,21.466667,5.773202614,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","SD","6/13/2007",15.5648451602164,3.17805383034795,1.94591014905531,3.54256060540429,8.42551640284433,10.1365814347035,8.16137502319749,5.13579843705026,6.6682282484174
"NLA06608-2114",8,1.19286287089014,1.90333712069532,0.375,0.336134453781513,26,2.21728691962111,540.3003833,478638.52671,39.685318,-79.23033272,12.75262776,6.1,1.873354058,779.28,5,5020006,69,"Region_3",793.4,1780,402,1,1870,7.43,19.271429,5.627124183,"Central Appalachians","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","MD","7/25/2007",13.0787009499838,3.25809653802148,2.07944154167984,0.176356191739749,6.67632750808023,7.48436864328613,5.99645208861902,0,7.53369370984863
"NLA06608-2117",12,12.0149253731343,1.43842801300246,0.25,0.229813664596273,19,1.44988815784697,93180.65686,4469947.3001,28.620973,-81.62199477,12408.32568,1.3,58.45169377,19.85,3,3080102,75,"Region_4",416.7,25110,5572,169,3050,8.94,27.6,5.46496732,"Southern Coastal Plain","XII","Southeastern Coastal Plain","CPL","PLNLOW NATURAL","FL","9/25/2007",15.3128871768335,2.94443897916644,2.484906649788,2.4861496580276,6.03236653842841,10.1310214521516,8.6255093348997,5.12989871492307,8.02289686960146
"NLA06608-2120",14,5.11992619926199,1.11409945510661,0.428571428571429,0.216216216216216,31,0.715805523912667,25880.529738,4928724.6899,32.593007,-98.31569017,13.86616164,7.7,1.989969708,273.8,12,12060201,29,"Region_6",132.3,12660,869,28,12495,6.94,21.833333,5.489084967,"Cross Timbers","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","TX","7/25/2007",15.4105908289642,3.43398720448515,2.63905732961526,1.63314002474089,4.88507207112091,9.44620269569817,6.76734312526539,3.3322045101752,9.43308384326905
"NLA06608-2123",15,14.0626121062827,2.34594472014817,0.4,0.360544217687075,28,2.25553242151495,286060.9536,17738383.41,44.32794,-97.1167168,20.86737608,2.5,1.887908793,536.68,10,10170201,46,"Region_8",1596,13470,3009,613,29290,9,23.5,5.752679739,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/13/2007",16.6912414038614,3.3322045101752,2.70805020110221,2.64351965193519,7.37525577800975,9.50822026940441,8.00936307663004,6.41836493593621,10.2850014398218
"NLA06608-2131",9,2.69782090174374,1.46928738946127,0.333333333333333,0.665236051502146,11,0.85281251443536,71527.784217,6068828.4592,45.896249,-99.10161914,70.19217253,2.1,3.558810067,593.51,10,10130106,42,"Region_8",2170,22460,1820,14,20561,8.9,23.2,5.643529412,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","SD","6/26/2007",15.6186761393337,2.39789527279837,2.19722457733622,0.99244437372294,7.68248244653451,10.0194912282924,7.50659178007084,2.63905732961526,9.9311513565186
"NLA06608-2134",19,19.9704142011834,2.27951049716664,0.105263157894737,0.115740740740741,21,2.09269151924462,18587.81283,9112426.999,45.892663,-122.7435687,31.81131198,3.2,4.715541527,4.11,17,17080002,3,"Region_10",40.14,1510,211,21,1570,7.5,21.325,5.160065359,"Willamette Valley","I","Willamette and Central Valleys","II","WMTNS MAN-MADE","WA","8/1/2007",16.0251496441833,3.04452243772342,2.94443897916644,2.99425188838356,3.69237334336819,7.31986492980897,5.35185813347607,3.04452243772342,7.35883089834235
"NLA06608-2135",11,5.75057736720554,1.010178492193,0.272727272727273,0.072289156626506,38,1.91139633655611,118092.56323,67626141.5434,44.708388,-96.47788918,145.4547605,5.3,5.867304112,512.94,7,7020003,46,"Region_8",1943,10040,1117,24,8144,8.47,21.116667,5.548169935,"Northern Glaciated Plains","VI","Corn Belt and Northern Great Plains","VI","PLNLOW NATURAL","SD","8/20/2007",18.0295051754823,3.63758615972639,2.39789527279837,1.74930026145626,7.57198844937744,9.21433239324572,7.0184017990692,3.17805383034795,9.0050367387903
"NLA06608-2152",14,14.8679182125024,1.45512003130882,0.285714285714286,0.350844277673546,28,1.81469416044877,20823.99713,9385521.713,37.859256,-93.32597024,3371.814359,10,188.090823,256.6,10,10290107,39,"Region_7",266.2,4340,535,29,4102,8.12,24.163636,5.492352941,"Ozark Highlands","XI","The Central and Eastern Forested Uplands","XI","EHIGH MAN-MADE","MO","10/2/2007",16.0546788165482,3.3322045101752,2.63905732961526,2.69920575151205,5.58424790596101,8.37562962709445,6.28226674689601,3.36729582998647,8.31922993863233
"NLA06608-2154",12,12.5463535228677,0.830853874867581,0.5,0.135467980295567,24,2.20709532476701,2282.70701,1137542.0775,31.267842,-86.94775581,23.00242608,2.1,2.495138765,79.53,3,3140304,65,"Region_4",110.1,5930,1007,112,259,8.61,30.475,5.912614379,"Southeastern Plains","IX","Southeastern Temperate Forested Plains and Hills","IX","PLNLOW MAN-MADE","AL","7/23/2007",13.9443804203319,3.17805383034795,2.484906649788,2.52943006741144,4.70138904372863,8.68777949199177,6.91473089271856,4.71849887129509,5.55682806169954
"NLA06608-2155",12,16.3914521612433,1.52191159759518,0.25,0.0177777777777778,42,2.60297160167444,15685.918938,11092354.2631,41.627105,-85.02364851,53.02913919,17.7,3.69179663,309.84,4,4050001,56,"Region_5",486.9,7900,644,1,1354,8.58,13.463158,5.771503268,"Southern Michigan/Northern Indiana Drift Plains","VII","Mostly Glaciated Dairy Region","VII","PLNLOW NATURAL","IN","7/25/2007",16.2217666238212,3.73766961828337,2.484906649788,2.79675998927289,6.18805876318866,8.97461803845511,6.46769872610435,0,7.21081845347222
"NLA06608-2162",13,17.2333333333333,1.89605361430715,0.153846153846154,0.402321083172147,21,2.26573508887392,1477.983073,191028.7735,41.511343,-71.57318015,56.91062415,10.2,2.994714326,36.33,1,1090005,59,"Region_1",61.52,4520,295,21,2559,6.94,19.471333,5.704509804,"Northeastern Coastal Zone","XIV","Eastern Coastal Plain","CPL","EHIGH NATURAL","RI","7/9/2007",12.1601793422796,3.04452243772342,2.56494935746154,2.84684549284627,4.11936232519739,8.41626727282628,5.68697535633982,3.04452243772342,7.84737183615979
"NLA06608-2170",10,19.7070261103477,0.492235373679671,0.6,0.338278931750742,19,1.42407012970456,34745.79149,348799.902,47.305877,-112.4310378,83.23066498,2.8,3.655937545,1388,10,10030102,42,"Region_8",10470,74590,5109,65,102,9.11,14.966667,5.893071895,"Northwestern Glaciated Plains","V","South Central Cultivated Great Plains","V","PLNLOW NATURAL","MT","8/24/2007",12.7622536900536,2.94443897916644,2.30258509299405,2.98097522750514,9.25626930386458,11.2197617289492,8.5387589693308,4.17438726989564,4.62497281328427
