SITEID_12,SITEID_07,UID,LAT_DD,LON_DD,LakeArea,LakeDepth,LakePerim,LakeEleva,HUC2,HUC8,ECO3,ECO3_2015,ECO4,ECO4_2015,EPA_REG,Cond,DOC,NTL,PTL,Silica,pH,Temp,Sol
NLA12_TN-101,NLA06608-1364,6393,35.37136692,-86.38150478,12.4238439,3.8,1.940915921,266.37,6,6040002,71,71,71h,71h,Region_4,130.2,2.82,0.991,129,3.97,9.17,29.34628205,-0.505098039
NLA12_TN-101,NLA06608-1364,8626,35.37136692,-86.38150478,12.4238439,3.8,1.940915921,266.37,6,6040002,71,71,71h,71h,Region_4,152.9,3.73,2.351,310,6.355,7.65,22.9925641,-0.505098039
NLA12_TN-103,NLA06608-0820,8614,36.04444348,-85.58629482,30.21829215,4,6.802013317,269.03,5,5130108,71,71,71g,71g,Region_4,349,2.45,3,359,4.002,8.3,21.54782051,5.952287582
NLA12_TN-104,NLA06608-1348,8663,36.64153852,-81.93648268,3121.566276,13.5,260.7464912,526.88,6,6010102,67,67,67f,67f,Region_4,196.1,1.77,0.26,13,2.896,8.36,23.85897436,-0.960392157
NLA12_TN-106,,8502,35.12132203,-88.50247061,1.692910894,3,0.537021645,168.52,8,8010207,65,65,65e,65e,Region_4,44,4.83,0.476,43,12.797,7.51,25.98679487,6.173202614
NLA12_TN-108,NLA06608-4287,6395,35.67437636,-87.03244737,33.43314103,4,3.343060352,192.02,6,6040003,71,71,71h,71h,Region_4,114.3,4.39,1.794,628,0.557,9.65,29.61487179,6.05745098
NLA12_TN-108,NLA06608-4287,8602,35.67437636,-87.03244737,33.43314103,4,3.343060352,192.02,6,6040003,71,71,71h,71h,Region_4,124.4,4.78,1.319,664,1.317,8.21,25.37717949,6.05745098
NLA12_TN-113,,6394,35.2132032,-89.9349158,8.859029744,6.5,2.851502887,86.01,8,8010210,74,74,74b,74b,Region_4,82.6,6.44,1.099,120,3.685,7.69,24.56807692,6.198300654
NLA12_TN-114,,6381,35.53344258,-88.79381612,4.922124868,1.6,1.057619509,129.47,8,8010205,65,65,65e,65e,Region_4,69.9,9.69,1.923,50,4.783,7.87,30.63205128,6.173202614
NLA12_TN-114,,8601,35.53344258,-88.79381612,4.922124868,1.5,1.057619509,129.47,8,8010205,65,65,65e,65e,Region_4,64.7,5.93,0.611,42,0.304,8,24.79128205,6.173202614
NLA12_TN-119,,8600,36.30304042,-86.91714013,25.1163049,10.8,5.985476689,197.14,5,5130202,71,71,71f,71f,Region_4,198.3,4.46,0.841,51,7.816,8.71,21.58730769,6.053986928
NLA12_TN-122,,8553,35.34673245,-88.88488635,20.32069074,2.6,2.36179632,133.2,8,8010208,65,65,65e,65e,Region_4,29.9,4.17,0.51,48,9.672,7.32,26.09205128,6.173202614
NLA12_TN-R01,NLA06608-0751,8664,35.10675102,-84.58794096,744.6118187,NA,63.26376654,255.38,6,6020003,66,66,66g,66g,Region_4,57,0.9,0.131,21,6.576,7.26,18.29166667,5.925359477
NLA12_TX-101,NLA06608-1672,6735,32.94442993,-96.45375244,13.83961938,1,2.369205122,145.99,12,12030106,32,32,32a,32a,Region_6,340,6.24,1.014,181,14.166,8.31,29.3,6.38875817
NLA12_TX-101,NLA06608-1672,8547,32.94442993,-96.45375244,13.83961938,1,2.369205122,145.99,12,12030106,32,32,32a,32a,Region_6,283,5.96,1.763,332,14.729,8.24,26.05,6.38875817
NLA12_TX-103,NLA06608-0560,1000073,35.58232959,-101.7171387,6559.394263,6,173.4236661,894.9,11,11090105,26,26,26a,26a,Region_6,5680,8.92,0.97,49,15.052,8.02,26.16666667,6.692026144
NLA12_TX-104,NLA06608-1191,7734,30.00954296,-97.82158001,63.03063676,0.8,5.143507011,194.9,12,12100203,32,32,32a,32a,Region_6,633,6.92,0.896,111,26.84,8.88,29.7,6.274901961
NLA12_TX-105,NLA06608-0024,6860,32.18872936,-95.47435666,9530.145377,7.4,239.2874392,105.13,12,12020001,35,35,35a,35a,Region_6,228,6.69,0.59,35,17.03,9.08,29.6,6.30627451
NLA12_TX-107,NLA06608-0775,6849,31.77914564,-99.48754057,8.212572355,3.4,1.638824339,518.27,12,12090106,27,27,27j,27j,Region_6,432,10.92,0.83,43,18.584,9.41,29.9,6.483267974
NLA12_TX-109,NLA06608-0280,1000053,32.08995916,-95.89431333,5.361167783,2.5,1.133239809,116.46,12,12030201,33,33,33a,33a,Region_6,174.1,10.02,0.805,35,7.378,8,30.78717949,6.30627451
NLA12_TX-110,NLA06608-0792,1000026,33.07855581,-96.98672572,8783.073606,10.5,287.6648639,156.97,12,12030103,32,32,32a,32a,Region_6,322,4.48,0.61,26,2.262,8.4,29.57692308,6.386339869
NLA12_TX-111,NLA06608-2924,7205,32.24025447,-101.3133027,56.75482287,4.8,5.998927252,711.05,12,12080007,26,26,26c,26c,Region_6,7842,17.94,1.589,28,0.503,8.57,27.88461538,6.567124183
NLA12_TX-112,NLA06608-0023,7244,31.14844072,-97.74526454,6.20716516,2.5,0.974658146,265.85,12,12070202,29,29,29e,29e,Region_6,144.8,4.59,0.419,23,3.732,8.55,28.30512821,6.339281046
NLA12_TX-113,NLA06608-1560,7640,32.81786479,-94.66358144,7062.473612,5.1,191.0198307,69.44,11,11140305,35,35,35a,35a,Region_6,197.4,6.8,0.869,60,14.557,8.5,30.82820513,6.178235294
NLA12_TX-114,NLA06608-2696,7483,32.83672651,-96.71957959,427.1516658,4.5,18.29742019,139.59,12,12030105,32,32,32a,32a,Region_6,301,3.8,0.601,95,6.386,8.29,29.95,6.38875817
NLA12_TX-116,NLA06608-2120,7804,32.5933156,-98.31780702,13.86610093,3.5,1.989961906,273.8,12,12060201,29,29,29c,29c,Region_6,159.5,9.2,0.633,34,5.412,8.51,29.95423077,6.386143791
NLA12_TX-117,,6666,33.06712109,-95.73801377,14.71439965,3.5,1.908590771,148.99,12,12010003,33,33,33a,33a,Region_6,110.1,11.74,1.656,239,3.765,7.95,28.74487179,6.350522876
NLA12_TX-117,,1000048,33.06712109,-95.73801377,14.71439965,3.2,1.908590771,148.99,12,12010003,33,33,33a,33a,Region_6,109.9,14.94,3.925,590,13.946,7.7,29.14487179,6.350522876
NLA12_TX-118,,8330,29.16088523,-95.32520155,37.73518046,1.1,2.774000093,1.82,12,12040205,34,34,34a,34a,Region_6,1071,7.57,1.199,86,19.727,8.3,30.44871795,5.920588235
NLA12_TX-121,,6586,31.7872742,-96.06449217,852.4902475,10,41.84616876,91.44,12,12030201,33,33,33b,33b,Region_6,1203,11.73,1.264,204,4.301,8.81,30.51,6.298562092
NLA12_TX-124,,1000060,32.79752902,-98.98190835,6050.902632,10.5,177.9037867,360.68,12,12060105,29,29,29c,29c,Region_6,1288,6.05,0.596,25,7.427,8.62,29.22051282,6.386143791
NLA12_TX-128,,7994,32.66237175,-97.61238491,43.19588639,10.4,5.568643542,249.06,12,12030102,29,29,29c,29c,Region_6,314,5.56,0.529,56,17.761,8.27,22.29230769,6.42869281
NLA12_TX-129,,8762,29.86638372,-95.17138389,302.654731,3.3,9.467354054,14.32,12,12040104,34,34,34a,34a,Region_6,174.8,14.65,1.044,59,3.346,7.66,26.0025641,5.920588235
NLA12_TX-135,,1000022,26.62195986,-98.06124241,6.722705342,1.5,1.047712118,19.4,12,12110207,34,34,34d,34d,Region_6,5790,19.86,2.894,114,5.743,9.22,31.2474359,6.498235294
NLA12_TX-136,,7178,32.49282566,-100.578457,12.0798201,1.3,2.322251955,703.05,12,12060102,26,26,26b,26b,Region_6,1296,11.83,1.669,113,5.872,8.3,28.2525641,6.467581699
NLA12_TX-137,,8413,31.91034371,-95.30185594,481.439582,12.5,34.20114109,129.52,12,12020001,35,35,35a,35a,Region_6,92.2,3.44,0.59,30,12.194,7.51,23.28461538,6.184052288
NLA12_TX-141,,1000014,31.70876097,-94.35710738,214.6028942,9.2,19.74274092,94.15,12,12020005,35,35,35a,35a,Region_6,141.2,6.5,0.445,30,8.921,7.67,23.145,6.06875817
NLA12_TX-144,,6622,31.88917209,-97.70249202,20.72777243,4.8,2.628921883,290.04,12,12060204,29,29,29e,29e,Region_6,312,5.8,0.47,30,7.619,8.34,26.50769231,6.339281046
NLA12_TX-148,,1000062,33.27090609,-98.15099199,20.20554838,2.5,2.289338064,291.01,12,12030101,29,29,29c,29c,Region_6,412,5.74,0.595,64,10.611,8.56,31.14871795,6.437908497
NLA12_TX-152,,7247,32.58187778,-101.165507,707.33108,1.7,21.36242817,688.53,12,12080002,26,26,26b,26b,Region_6,5700,26.79,5.913,486,12.837,8.2,29.0525641,6.567124183
NLA12_TX-157,,6805,32.82785688,-94.047393,21.66033969,5.8,5.616612116,51.16,11,11140306,35,35,35a,35a,Region_6,201,13.59,0.579,58,14.63,6.81,23.95,6.178235294
NLA12_TX-158,,1000018,26.06969798,-97.56163797,14.04966974,1.2,4.793572166,9.62,12,12110208,34,34,34f,34f,Region_6,1300,4.87,0.806,88,17.008,8.2,29.7,6.495620915
NLA12_TX-159,,8480,30.00697302,-96.70980987,21.42774456,3,2.868964614,109.8,12,12090301,32,32,32b,32b,Region_6,234,12.78,1.368,100,35.576,8.37,27.9,6.168888889
NLA12_TX-160,,6744,32.8469031,-96.88653964,24.61334018,10.4,2.351108371,125.25,12,12030103,32,32,32a,32a,Region_6,376,4.4,0.899,79,4.134,8.7,28.56363636,6.38875817
NLA12_TX-161,,8655,29.61660959,-95.64840829,7.590781286,1.3,1.483857945,22.25,12,12070104,34,34,34c,34c,Region_6,933,5.32,0.743,171,18.944,8.1,26.45128205,5.920588235
NLA12_TX-165,,6647,33.83357441,-95.63207419,2386.696493,11,70.87955761,137.5,11,11140101,33,33,33a,33a,Region_6,135.2,5.09,0.436,26,2.188,8.5,27.73461538,6.350522876
NLA12_TX-169,,1000015,32.19966096,-94.907485,30.07304761,4,2.486766248,124.94,12,12020004,35,35,35a,35a,Region_6,573,0.23,4.065,54,41.445,3.34,30.17,6.178235294
NLA12_TX-170,,7108,30.9634384,-95.90350405,27.3039875,2.2,2.947434227,86.87,12,12030202,33,33,33b,33b,Region_6,85.6,9.54,1.223,84,3.408,7.76,29.2,6.01745098
NLA12_TX-176,,7063,32.46570764,-96.20016563,3.514443489,2.3,0.907858673,118.26,12,12030107,32,32,32a,32a,Region_6,107.9,12.44,1.356,130,5.088,8.06,28.89871795,6.38875817
NLA12_TX-182,,7304,31.58749658,-98.62250327,27.75564237,4.4,3.179763561,448.76,12,12090107,29,29,29e,29e,Region_6,262,6.49,0.609,39,12.612,8.89,28.22564103,6.393267974
NLA12_TX-187,,6794,32.41566325,-96.05998989,21.28673491,2.2,2.119673523,117.29,12,12030107,33,33,33a,33a,Region_6,164.1,9.2,1.07,167,2.859,8.34,33.30512821,6.38875817
NLA12_TX-190,,7109,32.0726955,-97.12977293,12.55736965,2.9,2.450877656,186.89,12,12060202,32,32,32a,32a,Region_6,245,3.55,0.349,30,3.485,8.25,28.91025641,6.42869281
NLA12_TX-195,,6762,33.51617531,-94.12513187,17.08974416,2.5,3.723156579,82.39,11,11140201,35,35,35g,35g,Region_6,131.1,6.68,0.655,89,15.575,7.6,30,-0.230784314
NLA12_TX-196,,8811,31.33182559,-97.26843785,14.8296293,2.9,2.28393572,180.5,12,12070101,32,32,32a,32a,Region_6,321,6.03,0.898,88,17.671,8.3,26.63974359,6.339281046
NLA12_TX-199,,8300,32.04833893,-95.99865481,6.176894879,1,1.065764862,90.15,12,12030105,33,33,33a,33a,Region_6,296,26.38,4.65,525,9.624,7.96,29.09871795,6.30627451
NLA12_TX-201,,7265,30.55887079,-95.49710901,2.952511168,1.6,0.637498622,107.65,12,12040103,35,35,35e,35e,Region_6,207,8.28,0.754,43,15.579,7.9,28.84230769,6.01745098
NLA12_TX-202,,8342,32.05630851,-96.73178299,5.472042334,2.8,1.16197028,162.61,12,12030108,32,32,32a,32a,Region_6,87.8,10.09,1.713,116,17.085,8.86,27.66794872,6.38875817
NLA12_TX-205,,7496,29.12694253,-95.58166196,80.02414006,1.5,3.579287859,6.69,12,12070104,34,34,34c,34c,Region_6,1196,10.57,1.013,17,2.051,9.26,18.16153846,5.920588235
NLA12_TX-218,,8203,33.5630296,-97.01641569,203.1477418,5.9,17.67713892,211.86,12,12030103,29,29,29b,29b,Region_6,454,6.89,1.753,122,7.059,8.48,27.28333333,6.42130719
NLA12_TX-232,,8646,33.17048801,-95.09123194,2.07953227,19.3,0.565181704,125,11,11140305,33,33,33a,33a,Region_6,298,9.53,0.979,35,3.802,8.87,13.37368421,6.350522876
NLA12_TX-234,,8810,32.10705826,-97.88118693,26.47463415,4.6,5.547183466,313.74,12,12060204,29,29,29e,29e,Region_6,295,7.88,0.883,54,19.089,8.17,24.06410256,6.42869281
NLA12_TX-235,,8665,31.9239003,-94.08029271,5.122877813,3.1,1.168197387,76.94,12,12010004,35,35,35a,35a,Region_6,183.8,11.2,1.433,88,0.376,7.76,24.48974359,6.06875817
NLA12_TX-R02,NLA06608-1047,6608,31.11366834,-94.14304379,45650.69086,NA,990.8719608,49.99,12,12020005,35,35,35e,35e,Region_6,147,5.3,0.365,41,13.095,7.68,27.48333333,6.06875817
NLA12_TX-R08,,8532,33.73234967,-95.99468577,263.0208577,NA,12.22325697,151.22,11,11140101,33,33,33a,33a,Region_6,167.2,6.79,0.92,113,10.778,8.07,26.8974359,6.350522876
NLA12_TX-R09,,8773,33.7351029,-95.92578522,143.5869481,NA,8.40706023,153.02,11,11140101,33,33,33a,33a,Region_6,155.8,5.42,0.456,27,5.806,8.03,24.32948718,6.350522876
NLA12_UT-101,NLA06608-1753,6216,37.52243125,-112.7718285,169.5224843,3,9.112995006,2753.79,16,16030001,19,19,19e,19e,Region_8,223,1.57,0.156,15,3.62,8.15,12.53564103,6.648627451
NLA12_UT-101,NLA06608-1753,7153,37.52243125,-112.7718285,169.5224843,2.1,9.112995006,2753.79,16,16030001,19,19,19e,19e,Region_8,125.5,3.44,0.381,18,7.076,9.43,17.49487179,6.648627451
NLA12_UT-102,NLA06608-2463,6527,40.17574563,-110.4823139,1331.970866,33,52.84354046,1741,14,14060004,20,20,20c,20c,Region_8,525,2.78,0.186,21,3.705,8.65,13.69230769,6.381764706
NLA12_UT-103,NLA06608-0962,6194,41.51882171,-111.7364334,69.82459053,34,6.892848195,1640,16,16010203,19,19,19f,19f,Region_8,351,1.8,0.189,23,6.728,8.27,7.865384615,6.72751634
NLA12_UT-104,NLA06608-1810,6478,41.37535097,-112.0897045,3987.606092,6.7,29.8874241,1287.17,16,16020102,13,13,13g,13g,Region_8,869,3.01,0.259,65,5.873,8.54,17.60857143,7.052287582
NLA12_UT-105,NLA06608-1874,6665,40.942526,-111.4050319,536.6413991,15,17.48391493,1695,16,16020101,19,19,19f,19f,Region_8,480,3.23,0.291,23,3.6,8.57,16.64487179,6.549673203
NLA12_UT-108,NLA06608-0425,6227,38.60046835,-111.841172,144.3154115,3.7,6.780685461,2132,16,16030002,19,19,19g,19g,Region_8,272,4.39,0.44,80,24.141,8.24,14.46346154,6.557058824
NLA12_UT-109,NLA06608-2655,6575,40.72381895,-109.183908,43.28528102,3,4.283174029,2184,14,14040106,20,20,20c,20c,Region_8,188,16.33,1.855,96,7.211,9.72,15.19615385,0.044705882
NLA12_UT-110,,6552,40.87400683,-109.1380738,14.37453838,3,1.42152145,1651.38,14,14040106,18,18,18a,18a,Region_8,569,5.07,0.431,29,1.293,8.44,15.86038462,0.044705882
NLA12_UT-110,,8446,40.87400683,-109.1380738,14.37453838,3.4,1.42152145,1651.38,14,14040106,18,18,18a,18a,Region_8,590,4.93,0.415,21,2.24,8.24,17.98846154,0.044705882
NLA12_UT-112,,6447,40.51101829,-111.5858985,2.616152577,1.7,0.62537375,2593.65,16,16020201,19,19,19f,19f,Region_8,132,4.03,0.606,60,0.744,8.81,17.6525641,6.549673203
NLA12_UT-118,,7798,40.8207594,-110.3898186,7.743790771,6.3,1.353313353,3298.86,14,14040106,19,19,19a,19a,Region_8,14.94,1.66,0.199,23,1.617,7.26,14.07179487,6.381764706
NLA12_UT-122,,8329,40.83133152,-110.0193773,11.21402929,17,1.487152833,3169.23,14,14040106,19,19,19b,19b,Region_8,18.08,2.07,0.159,10,0.188,7.25,8.003846154,6.381764706
NLA12_UT-125,,6944,39.1695073,-111.4507206,18.84328611,6.3,1.78256599,2837.65,14,14060009,19,19,19d,19d,Region_8,373,2.82,0.208,20,4.946,8.92,16.42910256,6.526928105
NLA12_UT-126,,7958,41.92315669,-111.6571345,4.490195176,3.8,0.868604518,2554.03,16,16010203,19,19,19d,19d,Region_8,191.6,1.83,0.281,12,1.237,8.89,16.94871795,6.72751634
NLA12_UT-128,,6449,40.63982287,-112.3104436,35.74371595,1.5,10.20748157,1299.81,16,16020304,13,13,13b,13b,Region_8,4200,8.25,1.258,72,1.885,8.55,19.50512821,6.612810458
NLA12_UT-137,,7155,37.82193983,-112.7212944,18.03351,2.4,2.494338718,2569.05,16,16030006,19,19,19e,19e,Region_8,191.4,8.53,1.253,147,12.112,8.35,18.98589744,6.648627451
NLA12_UT-141,,6869,38.8475374,-111.9613903,93.17451518,2.7,9.196263104,1589.51,16,16030003,13,13,13c,13c,Region_8,1112,3.7,1.339,193,30.088,8.4,20.37935897,6.557058824
NLA12_UT-147,,7998,40.68036901,-111.097613,2.412260828,1.7,0.660226794,3032.18,16,16020101,19,19,19b,19b,Region_8,15.8,6.2,0.431,14,0.12,6.85,17.82358974,6.549673203
NLA12_UT-148,,6926,41.80681225,-111.8970124,41.73267884,1.1,3.889284479,1345.23,16,16010202,13,13,13g,13g,Region_8,592,6.99,2.023,265,20.94,8.6,25.21628205,6.72751634
NLA12_UT-159,,7996,40.70452574,-110.9631214,2.690051335,3.3,0.661070161,3180.6,16,16020101,19,19,19a,19a,Region_8,9.99,2.82,0.22,11,0.617,6.76,15.94358974,6.381764706
NLA12_UT-160,,6731,41.70168986,-113.9596706,10.34861387,6.4,1.510516161,1622.63,16,16020308,80,80,80a,80a,Region_8,381,2.26,0.225,30,13.6,8.64,17.74615385,6.262287582
NLA12_UT-165,NLA06608-3177,6826,38.04946334,-111.6019686,136.7945031,1.3,6.25032275,3070.67,14,14070005,19,19,19e,19e,Region_8,35.1,6.25,0.641,41,0.211,7.6,14.94,6.557058824
NLA12_UT-167,,7593,39.36385445,-110.8011068,6.68675818,1,1.158992453,1706.69,14,14060007,20,20,20b,20b,Region_8,492,5.91,0.473,27,9.818,9.07,21.05,6.558104575
NLA12_UT-169,,7057,39.20473742,-111.6689123,24.78430491,4.2,2.086870338,1789.79,16,16030004,19,19,19g,19g,Region_8,400,2.02,0.211,23,7.135,8.68,20.23076923,6.526928105
NLA12_UT-173,,6825,37.25249786,-113.7781188,100.9644955,14,8.077036293,1085.17,15,15010008,13,13,13d,13d,Region_8,430,2.29,0.163,36,28.073,8.5,19.55,7.025294118
NLA12_UT-186,,6868,38.23508748,-112.4630091,9.624289004,3.7,1.137004195,2680.67,16,16030007,19,19,19e,19e,Region_8,75.5,3.05,0.428,118,32.004,7.83,17.07717949,6.680065359
NLA12_UT-196,,7643,39.70682362,-111.2933692,31.45108714,4.1,3.577706571,2568.97,14,14060007,19,19,19d,19d,Region_8,205,2.86,0.266,17,2.186,8.69,18.56571429,6.526928105
NLA12_UT-203,,7367,40.58885713,-111.5899784,8.964948567,11,1.297506355,2909.22,16,16020204,19,19,19d,19d,Region_8,58.8,1.63,0.114,6,3.312,7.68,11.78641026,6.549673203
NLA12_UT-210,,7097,38.78818748,-111.7748779,6.736780077,8.4,1.387397027,2203.2,16,16030003,19,19,19f,19f,Region_8,383,3.53,0.283,51,29.008,8.57,13.84576923,6.557058824
NLA12_UT-218,NLA06608-4923,7841,40.4581066,-111.4811121,1023.71804,20,31.29326618,1651.98,16,16020203,19,19,19g,19g,Region_8,384,2.79,0.23,28,5.752,8.54,19.66410256,6.549673203
NLA12_UT-222,,7154,38.62493587,-112.4333455,48.53105047,2.2,4.732111137,2083.19,16,16030003,19,19,19f,19f,Region_8,407,13.22,1.466,83,15.711,9.04,20.54358974,6.680065359
NLA12_UT-229,,8395,40.88926752,-109.8461084,32.45693843,5,3.388750733,2622.67,14,14040106,19,19,19c,19c,Region_8,78.6,6.39,0.424,37,10.566,8.06,14.71025641,0.044705882
NLA12_UT-260,,6966,39.14241052,-111.452546,27.85638716,4.3,2.298502128,2889.45,14,14060009,19,19,19d,19d,Region_8,344,3.07,0.285,21,3.416,8.74,14.94615385,6.526928105
NLA12_UT-264,,8504,38.07061898,-111.3751268,11.22871745,8,1.900068059,3074.1,14,14070003,19,19,19e,19e,Region_8,69.9,1.89,0.511,104,22.658,8.96,11.91410256,6.557058824
NLA12_UT-290,,8447,40.8739496,-109.1483089,12.12835629,1.8,1.483442162,1652.82,14,14040106,18,18,18a,18a,Region_8,627,5.35,0.849,66,9.755,8.08,16.1025641,0.044705882
NLA12_UT-294,,7225,40.75243409,-111.7195606,35.07400135,13,4.490044195,1677.52,16,16020204,19,19,19f,19f,Region_8,673,1.94,0.14,24,12.999,8.37,19.51192308,6.549673203
NLA12_UT-324,,8360,40.67460225,-110.9706993,39.42804792,16,2.721133747,3043.48,16,16020203,19,19,19b,19b,Region_8,15.95,3.05,0.22,19,1.403,7.13,8.337564103,6.381764706
NLA12_UT-325,,8390,40.9060993,-111.5911941,266.0559395,33,16.67017239,1738.93,16,16020102,19,19,19f,19f,Region_8,776,3.04,0.31,31,4.069,8.36,9.092435897,6.549673203
NLA12_UT-343,,8508,40.9225409,-110.1185889,69.39431051,4.9,3.570104763,2803.81,14,14040106,19,19,19c,19c,Region_8,40.8,7.57,1.005,85,4.59,7.38,12.08538462,6.381764706
NLA12_UT-359,,8509,40.35063701,-109.941191,42.4906927,1.2,4.54496977,1632.53,14,14060003,20,20,20f,20f,Region_8,804,12.35,3.25,542,24.337,9,15.51679487,0.044705882
NLA12_UT-374,,8321,39.10008113,-111.2003351,151.3345341,16,9.437130079,1894.31,14,14060009,20,20,20c,20c,Region_8,484,2.17,0.211,25,5.311,8.6,18.67820513,6.526928105
NLA12_UT-392,NLA06608-4537,8777,39.36035119,-111.9637079,3220.730169,11.3,66.81251202,1521.41,16,16030003,13,13,13c,13c,Region_8,1585,4.42,0.645,55,16.564,8.54,16.05179487,6.526928105
NLA12_UT-397,,8765,37.59556184,-112.2546686,70.18197711,1.5,5.665048589,2389.88,16,16030002,19,19,19e,19e,Region_8,360,3.38,0.271,16,3.486,8.63,10.33435897,6.648627451
NLA12_UT-400,,8812,40.05768033,-110.627715,11.46657216,11,1.569730173,2048.02,14,14060004,20,20,20e,20e,Region_8,4570,13.58,1.136,1208,20.18,8.96,11.52141026,6.381764706
NLA12_UT-409,,8787,40.71105895,-111.9468346,11.81867316,1.1,1.473969119,1291.04,16,16020204,13,13,13f,13f,Region_8,1554,5.13,1.648,237,31.648,8.38,15.1724359,6.549673203
NLA12_UT-412,,8766,40.86378075,-109.8118146,18.09977611,5.7,2.21347948,2528.06,14,14040106,19,19,19c,19c,Region_8,74.2,3.55,0.299,54,6.898,8.02,11.91794872,0.044705882
NLA12_UT-424,,8776,40.6710886,-109.9197001,60.68523709,1.4,3.329681887,3036.85,14,14060003,19,19,19c,19c,Region_8,19.83,3.87,0.534,43,1.801,7.07,9.570512821,0.044705882
NLA12_VA-101,NLA06608-0045,7054,37.29244811,-77.89349456,28.83811387,1.7,4.086384821,65.73,2,2080207,45,45,45f,45f,Region_3,121.2,5.94,0.875,146,25.776,7.89,30.66282051,-0.705163399
NLA12_VA-101,NLA06608-0045,7635,37.29244811,-77.89349456,28.83811387,2.3,4.086384821,65.73,2,2080207,45,45,45f,45f,Region_3,118.1,5.52,0.691,159,23.256,7.83,29.37307692,-0.705163399
NLA12_VA-102,NLA06608-0989,7537,37.12263436,-77.63606476,34.2910015,5.2,5.535706128,61.6,3,3010201,45,45,45f,45f,Region_3,42.3,8.83,1.084,70,7.814,7.12,22.42820513,-0.705163399
NLA12_VA-103,NLA06608-0541,7260,38.96474349,-77.33558453,10.11166745,7.5,1.956647098,97.61,2,2070008,45,45,45e,45e,Region_3,199.8,4.09,0.368,24,2.686,7.19,20.61025641,-0.640196078
NLA12_VA-104,NLA06608-0324,7410,36.94402045,-82.20326629,29.68265713,5.4,3.491105923,469.85,6,6010205,69,69,69d,69d,Region_3,374,2.46,0.179,19,6.6,8.2,25.17,5.739281046
NLA12_VA-105,NLA06608-0749,7095,38.21768841,-77.66992533,15.44877236,3.2,4.202051236,70.84,2,2080105,45,45,45f,45f,Region_3,68,5.97,0.538,80,20.82,7.24,22.24025641,-0.640196078
NLA12_VA-106,NLA06608-0221,7586,37.30188244,-76.82107103,18.43287407,2.3,3.745423426,2.67,2,2080206,65,65,65m,65m,Region_3,125.7,9,0.731,64,11.105,7.98,27.94230769,-7.003202614
NLA12_VA-108,NLA06608-0153,6553,37.2141479,-78.62552714,34.27812829,3.5,4.183526661,133.82,2,2080207,45,45,45e,45e,Region_3,90.1,2.43,0.271,61,20.876,7.9,24.20769231,-0.73248366
NLA12_VA-109,,6424,37.35262917,-79.92640549,2.533847868,1.3,0.801162281,332,3,3010101,67,67,67f,67f,Region_3,257,2.9,0.53,63,14.237,8.85,23.95128205,-0.800130719
NLA12_VA-109,,7196,37.35262917,-79.92640549,2.533847868,1.8,0.801162281,332,3,3010101,67,67,67f,67f,Region_3,249,3.37,0.596,57,16.559,8.87,28.64615385,-0.800130719
NLA12_VA-110,,7259,38.6132069,-77.35177584,39.68937543,12,7.076774303,57.95,2,2070011,45,45,45e,45e,Region_3,120.3,6.51,0.379,19,8.799,7.74,19.81794872,-0.640196078
NLA12_VA-111,,7053,37.20263314,-77.35292656,5.740434759,3.8,1.767654888,39.32,3,3010202,65,65,65m,65m,Region_3,58.6,9.34,0.561,114,4.514,7.22,23.13589744,-0.705163399
NLA12_VA-112,,7777,36.70331908,-76.61370171,4.02019284,1.9,0.824939315,7.18,2,2080208,63,63,63e,63e,Region_3,142.8,5.61,0.356,24,2.181,7.5,28.37820513,-7.276535948
NLA12_VA-114,,6587,37.97534621,-78.42805404,1.104430042,3.9,0.499270455,115.74,2,2080204,45,45,45e,45e,Region_3,45.1,4.53,0.371,35,2.269,7.23,19.91153846,-0.73248366
NLA12_VA-116,,6438,36.93851006,-79.92845969,1.962824918,4.5,0.650204279,336.17,3,3010101,45,45,45e,45e,Region_3,31.6,1.83,0.184,37,11.368,7.35,16.04871795,-0.636666667
NLA12_VA-118,,7237,38.66358751,-77.66841941,2.041132937,1.6,0.564670295,78.15,2,2070010,64,64,64a,64a,Region_3,128.9,12.18,3.081,426,18.866,10.37,30.81794872,-0.640196078
NLA12_VA-119,,7564,37.29642181,-76.61317204,44.46178251,2.5,9.164517495,0.29,2,2080107,65,65,65m,65m,Region_3,181.9,5.57,1.555,124,10.485,9.84,30.33461538,-7.003202614
NLA12_VA-121,,7094,37.75190637,-76.93373313,14.76008082,4.5,3.938324379,20.17,2,2080105,65,65,65m,65m,Region_3,120.4,5.99,0.803,96,6.25,7.47,29.21923077,-7.003202614
NLA12_VA-123,,7778,36.91780892,-76.15174455,4.154942314,1.4,1.340288122,0.75,2,2080108,63,63,63d,63d,Region_3,625,10.84,2.005,112,3.754,8.28,27.55384615,-7.276535948
NLA12_VA-125,,6568,36.67434057,-80.39017008,50.48571575,35,9.6901224,769.75,3,3010103,66,66,66c,66c,Region_3,41.3,1.5,0.49,27,6.521,7.67,16.56923077,-0.770588235
NLA12_VA-126,,7455,38.55750724,-78.96983242,3.751079578,4.1,0.879560682,478.99,2,2070006,67,67,67b,67b,Region_3,122.2,4.04,0.55,40,4.714,7.85,21.00125,-0.810065359
